sample_name,label,prob_sn,prob_pg,sn_pg_agreement,sn_pg_diff,max_prob,min_prob,url_length,domain_length,n_dots_domain,n_subdomains,domain_entropy,has_ip_address,has_https,path_length,n_url_params,domain_digit_ratio,html_length,n_forms,n_password_inputs,n_external_links_ratio,is_in_tranco_1m,tranco_rank,tranco_rank_log,wayback_first_seen_days,wayback_last_seen_days,wayback_n_snapshots,wayback_active_window_days,wayback_first_status_ok,cert_history_count,cert_first_seen_days,cert_last_seen_days,cert_issuer_diversity,cert_is_free_only,cert_has_wildcard,cert_validity_median_days,cert_san_max,rdap_domain_age_days,rdap_age_risk,rdap_has_registrar,dns_resolved,asn_number,asn_age_days,asn_country
+www.christushealth.org+2023_08_14+0,0,0.198421,0.000641,1,0.1977791585120142,0.1984205554279718,0.0006413969159576,26,18,1,0,3.5724312513221195,0,1,0,0,0.0,210471,5,0,0.4358974358974359,1.0,43796.0,4.641434447096437,9670.0,2653.0,1000.0,7016.0,1.0,12.0,4754.0,1715.0,4.0,0.0,0.0,475.0,1.0,10096.0,1.0,1.0,1.0,8075.0,10643.0,US
+www.chrobinson.com+2023_08_14+0,0,0.192633,0.001518,1,0.1911150827261485,0.1926334301029556,0.0015183473768071,22,14,1,0,3.182005814760214,0,1,0,0,0.0,193098,2,0,0.6907216494845361,1.0,39457.0,4.596124061834192,10793.0,3754.0,1000.0,7039.0,1.0,85.0,7610.0,69.0,9.0,0.0,0.0,90.0,1.0,11656.0,1.0,1.0,1.0,13335.0,5790.0,US
+www.chrono24.com+2023_08_14+0,0,0.181774,0.002409,1,0.179364757692124,0.1817738283242129,0.0024090706320888,20,12,1,0,3.0220552088742,0,1,0,0,0.1666666666666666,247831,1,0,1.3738317757009346,1.0,17309.0,4.238271977925828,8570.0,3110.0,1000.0,5460.0,1.0,26.0,6734.0,2549.0,4.0,0.0,0.0,612.0,8.0,8622.0,1.0,1.0,1.0,13335.0,5790.0,US
+www.chronopost.fr+2023_08_14+0,0,0.18572,0.081977,1,0.1037436975772031,0.1857202070265927,0.0819765094493895,21,13,1,0,3.180832987205441,0,1,0,0,0.0,185305,4,1,1.065217391304348,1.0,10390.0,4.016615547557177,10022.0,3512.0,1000.0,6509.0,1.0,3.0,7143.0,5168.0,2.0,0.0,0.0,1095.0,1.0,10821.0,1.0,1.0,1.0,13335.0,5790.0,US
+www.chs.net+2023_08_14+0,0,0.1833,0.051684,1,0.1316157184217324,0.1833001341960867,0.0516844157743542,15,7,1,0,2.807354922057604,0,1,0,0,0.0,24761,1,0,1.4722222222222223,1.0,18215.0,4.260429175577935,9977.0,2856.0,1000.0,7121.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10898.0,1.0,1.0,1.0,53824.0,5434.0,US
+www.chubb.com+2023_08_14+0,0,0.186161,0.000893,1,0.1852675528756139,0.1861610364670902,0.0008934835914762,17,9,1,0,2.725480556997868,0,1,0,0,0.0,408382,2,0,0.7947019867549668,1.0,16594.0,4.219951085755317,10742.0,6239.0,1000.0,4503.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11214.0,1.0,1.0,1.0,20940.0,8665.0,
+www.cinema-city.pl+2023_08_14+0,0,0.181789,0.001541,1,0.1802476861147471,0.1817891187021251,0.0015414325873779,22,14,1,0,3.521640636343319,0,1,0,0,0.0,396678,3,0,0.7956656346749226,1.0,68983.0,4.838742077464175,9298.0,2719.0,1000.0,6579.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9477.0,1.0,1.0,1.0,13335.0,5790.0,US
+www.citadele.lv+2023_08_14+0,0,0.289971,0.001125,1,0.2888461306792272,0.2899712159014248,0.0011250852221975,19,11,1,0,3.095795255000934,0,1,0,0,0.0,266142,5,0,0.5941176470588235,1.0,38738.0,4.58813719481919,9020.0,78.0,1000.0,8942.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,16279.0,20594.0,
+www.citynet.net+2023_08_14+0,0,0.180165,0.001785,1,0.1783796919376251,0.1801651318608077,0.0017854399231825,19,11,1,0,2.6635327548042547,0,1,0,0,0.0,226833,2,2,1.8857142857142857,1.0,47715.0,4.678654928163045,10685.0,3156.0,1000.0,7528.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11467.0,1.0,1.0,1.0,13335.0,5790.0,US
+www.cityu.edu.hk+2023_08_14+0,0,0.180902,0.00091,1,0.1799924745810709,0.1809020476029001,0.0009095730218292,20,12,2,1,3.2516291673878226,0,1,0,0,0.0,216492,0,0,0.3933823529411764,0.0,-1.0,-1.0,10689.0,6803.0,1000.0,3885.0,1.0,28.0,7112.0,532.0,7.0,0.0,0.0,396.0,1.0,-1.0,-1.0,-1.0,1.0,19551.0,5608.0,US
+www.civicplus.com+2023_08_14+0,0,0.17851,0.003005,1,0.1755050838263785,0.1785104869896105,0.003005403163232,21,13,1,0,3.180832987205441,0,1,0,0,0.0,348677,1,0,2.431372549019608,1.0,20880.0,4.319730494330225,9211.0,3865.0,1000.0,5345.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9372.0,1.0,1.0,1.0,13335.0,5790.0,US
+www.cjr.org+2023_08_14+0,0,0.180835,0.001933,1,0.1789013647755811,0.1808348351679347,0.0019334703923535,15,7,1,0,2.5216406363433186,0,1,0,0,0.0,169663,1,0,1.4680851063829787,1.0,16478.0,4.216904498521672,10793.0,6702.0,1000.0,4090.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11306.0,1.0,1.0,1.0,209242.0,2625.0,
+www.clalit.co.il+2023_08_14+0,0,0.18796,0.004209,1,0.1837509475450415,0.1879598198420357,0.0042088722969941,20,12,2,1,2.688721875540867,0,1,0,0,0.0,424460,1,0,0.4635922330097087,1.0,48611.0,4.6867345552447714,10052.0,2485.0,1000.0,7566.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,19551.0,5608.0,US
+www.classicfirearms.com+2023_08_14+0,0,0.181068,0.000612,1,0.1804559024410701,0.1810683958525936,0.0006124934115234,27,19,1,0,3.3263604079526936,0,1,0,0,0.0,411306,5,0,1.6797900262467191,1.0,44456.0,4.6479303837773225,9690.0,368.0,1000.0,9322.0,1.0,36.0,5196.0,37.0,10.0,0.0,0.0,394.0,2.0,8526.0,1.0,1.0,1.0,16509.0,9513.0,US
+www.classifiedads.com+2023_08_14+0,0,0.314218,0.012546,1,0.3016712042206332,0.31421766919062,0.0125464649699867,25,17,1,0,3.337175341123077,0,1,0,0,0.0,34985,2,0,0.0437158469945355,1.0,87684.0,4.942920353392842,9135.0,4736.0,1000.0,4398.0,1.0,3.0,5319.0,4412.0,1.0,0.0,0.0,351.0,1.0,10166.0,1.0,1.0,1.0,13335.0,5790.0,US
+www.cleanpng.com+2023_08_14+0,0,0.180427,0.005572,1,0.1748547257368506,0.1804269143072183,0.0055721885703676,20,12,1,0,3.2516291673878226,0,1,0,0,0.0,64092,0,0,0.6842105263157895,1.0,19743.0,4.2954131455196585,3378.0,2029.0,1000.0,1348.0,0.0,66.0,2464.0,176.0,5.0,1.0,0.0,89.0,1.0,2466.0,1.0,1.0,1.0,13335.0,5790.0,US
+www.clever-cloud.com+2023_08_14+0,0,0.182255,0.001431,1,0.1808245016983685,0.1822552154784689,0.0014307137801003,24,16,1,0,3.327819531114783,0,1,0,0,0.0,73223,1,1,1.6722689075630253,1.0,56342.0,4.750832259290636,5715.0,2535.0,1000.0,3180.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5798.0,1.0,1.0,1.0,213394.0,1270.0,
+www.clever.com+2023_08_14+0,0,0.17872,0.001161,1,0.1775585799300901,0.1787195837619345,0.0011610038318443,18,10,1,0,2.9219280948873623,0,1,0,0,0.0,139969,1,0,1.7738095238095235,1.0,900.0,2.9542425094393248,10740.0,2026.0,1000.0,8714.0,1.0,64.0,4524.0,56.0,7.0,0.0,0.0,90.0,1.0,11396.0,1.0,1.0,1.0,209242.0,2625.0,
+www.clevescene.com+2023_08_14+0,0,0.18221,0.002322,1,0.1798879375056519,0.1822103117290535,0.0023223742234016,22,14,1,0,2.896291529045929,0,1,0,0,0.0,249412,7,0,1.542483660130719,1.0,39593.0,4.597618409912955,10791.0,6489.0,1000.0,4302.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10006.0,1.0,1.0,1.0,2635.0,4980.0,US
+www.click2houston.com+2023_08_14+0,0,0.179704,0.000552,1,0.1791521053928523,0.1797043259594264,0.0005522205665741,25,17,1,0,3.5280643115840493,0,1,0,0,0.0588235294117647,1269615,1,0,2.045766590389016,1.0,17653.0,4.246818521210052,9410.0,5458.0,1000.0,3951.0,1.0,138.0,3523.0,55.0,7.0,0.0,0.0,89.0,1.0,9497.0,1.0,1.0,1.0,20940.0,8665.0,
+www.clickon.ru+2023_08_14+0,0,0.18059,0.050905,1,0.1296846018351228,0.1805900108205858,0.0509054089854629,19,11,1,0,3.0957952550009344,0,1,0,0,0.0,284451,1,0,1.5263157894736843,0.0,-1.0,-1.0,8264.0,32.0,1000.0,8232.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,200350.0,2849.0,
+www.cliffsnotes.com+2023_08_14+0,0,0.195213,0.00541,1,0.1898023790899004,0.1952125529782749,0.0054101738883744,23,15,1,0,3.373557262275185,0,1,0,0,0.0,206232,0,0,0.5168539325842697,1.0,27285.0,4.435923958119165,9671.0,3671.0,1000.0,6000.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11233.0,1.0,1.0,1.0,13335.0,5790.0,US
+www.cloudamqp.com+2023_08_14+0,0,0.191167,0.000595,1,0.1905723660812551,0.1911671220992362,0.0005947560179811,21,13,1,0,3.238901256602631,0,1,0,0,0.0,24916,0,0,0.5348837209302325,1.0,15823.0,4.199288828082405,5172.0,12.0,1000.0,5159.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5190.0,1.0,1.0,1.0,16509.0,9513.0,US
+www.cloudera.com+2023_08_14+0,0,0.181473,0.000982,1,0.1804912782214228,0.1814727966830174,0.0009815184615945,20,12,1,0,3.2516291673878226,0,1,0,0,0.0,290609,1,0,0.5331010452961672,1.0,18173.0,4.259426626587052,6454.0,3351.0,1000.0,3102.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7386.0,1.0,1.0,1.0,54113.0,5343.0,US
+www.cloudflare.com+2023_08_14+0,0,0.24693,0.133237,1,0.1136926805390361,0.2469296138969297,0.1332369333578935,26,18,1,0,3.725480556997868,0,1,0,0,0.0,324404,0,0,1.897058823529412,1.0,3.0,0.4771212547196624,6106.0,4458.0,1000.0,1647.0,1.0,1653.0,5978.0,30.0,30.0,0.0,1.0,89.0,2.0,6301.0,1.0,1.0,1.0,13335.0,5790.0,US
+www.cloudflare.com+2023_08_14+2,0,0.189906,0.000814,1,0.1890923659936864,0.1899064107892043,0.0008140447955179,22,14,1,0,3.3787834934861767,0,1,0,0,0.0,374057,0,0,1.8021978021978025,1.0,3.0,0.4771212547196624,6106.0,4458.0,1000.0,1647.0,1.0,1653.0,5978.0,30.0,30.0,0.0,1.0,89.0,2.0,6301.0,1.0,1.0,1.0,13335.0,5790.0,US
+www.cloudflare.com+2023_08_14+3,0,0.182289,0.048188,1,0.1341000885814417,0.1822885372260141,0.0481884486445723,19,11,1,0,3.0957952550009344,0,1,0,0,0.0,340856,0,0,2.044117647058824,1.0,3.0,0.4771212547196624,6106.0,4458.0,1000.0,1647.0,1.0,1653.0,5978.0,30.0,30.0,0.0,1.0,89.0,2.0,6301.0,1.0,1.0,1.0,13335.0,5790.0,US
+www.cloudplatform.fi+2023_08_14+0,0,0.18027,0.001187,1,0.1790837721497773,0.1802702963228578,0.0011865241730804,24,16,1,0,3.625,0,1,0,0,0.0,43367,1,0,0.6911764705882353,1.0,247093.0,5.3928604422679856,3719.0,193.0,1000.0,3525.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,3796.0,1.0,0.0,1.0,13335.0,5790.0,US
+www.clouvider.com+2023_08_14+0,0,0.17848,0.043722,1,0.1347586180191656,0.1784802401561567,0.0437216221369911,21,13,1,0,3.546593564294939,0,1,0,0,0.0,157819,1,0,1.450381679389313,0.0,-1.0,-1.0,3675.0,22.0,1000.0,3652.0,0.0,47.0,3019.0,827.0,1.0,0.0,0.0,90.0,2.0,4589.0,1.0,1.0,1.0,62240.0,4542.0,
+www.cm.com+2023_08_14+0,0,0.178068,0.002322,1,0.1757465350778127,0.1780682611984934,0.0023217261206806,14,6,1,0,1.9182958340544891,0,1,0,0,0.0,133386,1,0,1.9944444444444445,1.0,19510.0,4.290257269394518,10027.0,2928.0,1000.0,7099.0,1.0,136.0,3379.0,50.0,21.0,0.0,0.0,89.0,1.0,4142.0,1.0,1.0,1.0,13335.0,5790.0,US
+www.cmpassport.com+2023_08_14+0,0,0.473474,0.787567,0,0.3140929973752825,0.7875673413617451,0.4734743439864626,22,14,1,0,3.09306920777189,0,1,0,0,0.0,1494,0,0,0.0,1.0,10439.0,4.018658897585517,4712.0,6.0,1000.0,4706.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,4775.0,1.0,1.0,1.0,141425.0,-1.0,CN
+www.cms.gov+2023_08_14+0,0,0.182379,0.007944,1,0.1744343714161175,0.1823787305218721,0.0079443591057545,15,7,1,0,2.807354922057604,0,1,0,0,0.0,123937,3,0,0.6973684210526315,1.0,4338.0,3.6372895476781744,9037.0,5441.0,1000.0,3596.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9100.0,1.0,1.0,1.0,16625.0,9487.0,US
+www.cn.ca+2023_08_14+0,0,0.185484,0.001487,1,0.1839976960315114,0.1854842397413284,0.0014865437098169,13,5,1,0,1.9219280948873625,0,1,0,0,0.0,470360,3,1,0.1291390728476821,1.0,58796.0,4.769347781228894,10445.0,4413.0,1000.0,6031.0,1.0,8.0,6469.0,358.0,4.0,0.0,0.0,730.0,1.0,9368.0,1.0,1.0,1.0,14014.0,9725.0,CA
+www.cna.com.tw+2023_08_14+0,0,0.180427,0.002371,1,0.1780550666466564,0.1804265652686558,0.0023714986219994,18,10,2,1,2.9219280948873623,0,1,0,0,0.0,202727,0,0,1.953804347826087,1.0,14477.0,4.160678574400385,10793.0,6224.0,1000.0,4568.0,1.0,4.0,3847.0,1842.0,2.0,0.0,0.0,366.0,1.0,10612.0,1.0,1.0,1.0,396982.0,2836.0,US
+www.cnnturk.com+2023_08_14+0,0,0.178562,0.001385,1,0.1771770599655248,0.1785620945355459,0.0013850345700211,19,11,1,0,3.0957952550009344,0,1,0,0,0.0,1000644,1,0,1.1626928471248248,1.0,14361.0,4.157184682201611,9672.0,5848.0,1000.0,3823.0,1.0,4.0,2691.0,2622.0,1.0,0.0,0.0,365.0,1.0,9861.0,1.0,1.0,1.0,60068.0,4368.0,
+www.codashop.com+2023_08_14+0,0,0.180727,0.233313,1,0.0525864849987932,0.2333132036370906,0.1807267186382974,20,12,1,0,3.0220552088742,0,1,0,0,0.0,134314,0,0,3.618181818181818,1.0,7580.0,3.879669205632053,6399.0,559.0,1000.0,5840.0,1.0,8.0,4041.0,1178.0,1.0,0.0,0.0,397.0,1.0,4265.0,1.0,1.0,1.0,16509.0,9513.0,US
+www.codeweavers.com+2023_08_14+0,0,0.178814,0.001542,1,0.1772723476282002,0.1788138638771258,0.0015415162489255,23,15,1,0,3.32323142879762,0,1,0,0,0.0,835323,1,0,9.24,1.0,31803.0,4.50246808922949,10711.0,6414.0,1000.0,4297.0,1.0,9.0,6890.0,3557.0,5.0,0.0,0.0,733.0,1.0,10946.0,1.0,1.0,1.0,13335.0,5790.0,US
+www.cohesity.com+2023_08_14+0,0,0.192402,0.003275,1,0.1891270993925624,0.1924017932452122,0.0032746938526498,20,12,1,0,3.2516291673878226,0,1,0,0,0.0,394424,3,0,2.5198237885462555,1.0,49871.0,4.697848076662873,4798.0,1322.0,1000.0,3475.0,1.0,456.0,3573.0,34.0,10.0,0.0,0.0,90.0,1.0,4811.0,1.0,1.0,1.0,20940.0,8665.0,
+www.colaboraread.com.br+2023_08_14+0,0,0.196772,0.988725,0,0.791952761060417,0.9887251357729516,0.1967723747125347,27,19,2,1,3.1813663288914587,0,1,0,0,0.0,36148,3,1,5.571428571428571,1.0,8697.0,3.93936947007466,4298.0,103.0,1000.0,4195.0,0.0,15.0,4248.0,1120.0,2.0,0.0,0.0,89.0,1.0,4402.0,1.0,0.0,1.0,20940.0,8665.0,
+www.coles.com.au+2023_08_14+0,0,0.186019,0.000471,1,0.1855478902964601,0.1860190349711565,0.0004711446746964,20,12,2,1,3.084962500721156,0,1,0,0,0.0,572418,0,0,1.3971631205673758,1.0,9458.0,3.9757993096794073,10736.0,5800.0,1000.0,4935.0,1.0,25.0,7196.0,39.0,6.0,0.0,0.0,385.0,1.0,-1.0,-1.0,-1.0,1.0,19551.0,5608.0,US
+www.collective-evolution.com+2023_08_14+0,0,0.263281,0.020546,1,0.2427346130306983,0.2632806113704791,0.0205459983397807,32,24,1,0,3.4072682296173893,0,1,0,0,0.0,125014,1,0,1.8285714285714283,1.0,70889.0,4.850578849993658,6149.0,3719.0,1000.0,2430.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6182.0,1.0,1.0,1.0,13335.0,5790.0,US
+www.collegebatch.com+2023_08_14+0,0,0.179541,0.005845,1,0.1736963410256393,0.1795411668547246,0.0058448258290853,24,16,1,0,3.327819531114783,0,1,0,0,0.0,50119,1,0,1.3936170212765957,1.0,162759.0,5.211545012860923,3123.0,94.0,1000.0,3029.0,0.0,89.0,3117.0,47.0,6.0,0.0,0.0,90.0,1.0,3126.0,1.0,1.0,1.0,13335.0,5790.0,US
+www.colocrossing.com+2023_08_14+0,0,0.17983,0.003519,1,0.1763114742834862,0.1798301754303506,0.0035187011468643,24,16,1,0,3.077819531114783,0,1,0,0,0.0,311606,0,0,2.009433962264151,1.0,18688.0,4.271562825432305,7027.0,1919.0,1000.0,5107.0,1.0,31.0,6329.0,23.0,7.0,0.0,0.0,89.0,1.0,7079.0,1.0,1.0,1.0,36352.0,7465.0,US
+www.colorado.edu+2023_08_14+0,0,0.181774,0.001441,1,0.1803333401391577,0.1817743039946785,0.0014409638555207,20,12,1,0,3.0220552088742005,0,1,0,0,0.0,159410,2,0,2.282828282828283,1.0,2447.0,3.388633969351789,10743.0,7410.0,1000.0,3332.0,1.0,240.0,6884.0,34.0,12.0,0.0,0.0,89.0,1.0,-1.0,-1.0,-1.0,1.0,54113.0,5343.0,US
+www.coloradomesa.edu+2023_08_14+0,0,0.184845,0.001143,1,0.1837017622556954,0.1848452513553716,0.0011434890996761,24,16,1,0,3.327819531114783,0,1,0,0,0.0,389302,1,0,1.238095238095238,1.0,147528.0,5.168874454832464,5379.0,1551.0,1000.0,3827.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,13335.0,5790.0,US
+www.comerica.com+2023_08_14+0,0,0.186985,0.000954,1,0.1860308603489917,0.1869850163030056,0.0009541559540139,20,12,1,0,2.8553885422075336,0,1,0,0,0.0,53203,2,1,1.1666666666666667,1.0,35548.0,4.550815171496232,10793.0,6684.0,1000.0,4108.0,1.0,74.0,5181.0,139.0,11.0,0.0,0.0,365.0,1.0,11202.0,1.0,1.0,1.0,16625.0,9487.0,US
+www.comingsoon.it+2023_08_14+0,0,0.177956,0.000257,1,0.1776995199221838,0.1779561644054421,0.0002566444832583,21,13,1,0,3.0269868333592878,0,1,0,0,0.0,248352,1,0,0.3316008316008316,1.0,22258.0,4.347486138076573,9575.0,5602.0,1000.0,3973.0,1.0,79.0,3452.0,62.0,8.0,0.0,0.0,89.0,1.0,-1.0,-1.0,-1.0,1.0,13335.0,5790.0,US
+www.comm100.com+2023_08_14+0,0,0.193037,0.000949,1,0.1920889240310385,0.1930374636320517,0.0009485396010131,19,11,1,0,2.481714572986073,0,1,0,0,0.2727272727272727,403896,2,0,1.8596491228070176,1.0,36699.0,4.5646542304537565,7774.0,3717.0,1000.0,4056.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6223.0,1.0,1.0,1.0,16509.0,9513.0,US
+www.commonwealthfund.org+2023_08_14+0,0,0.181518,0.003929,1,0.1775895248772911,0.1815183839537146,0.0039288590764235,28,20,1,0,3.884183719779189,0,1,0,0,0.0,141647,3,0,0.7901234567901234,1.0,24816.0,4.39473178046953,9670.0,3257.0,1000.0,6412.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8138.0,1.0,1.0,1.0,13335.0,5790.0,US
+www.communitybrands.com+2023_08_14+0,0,0.184528,0.001484,1,0.1830433172601096,0.184527631371357,0.0014843141112474,27,19,1,0,3.681880802803401,0,1,0,0,0.0,1142058,1,0,10.0,1.0,80394.0,4.905223637503099,8029.0,68.0,1000.0,7961.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9162.0,1.0,1.0,1.0,209242.0,2625.0,
+www.company.com+2023_08_14+0,0,0.183761,0.003101,1,0.1806599181377526,0.1837611022220304,0.0031011840842778,19,11,1,0,2.9139770731827523,0,1,0,0,0.0,70916,0,0,6.294117647058823,1.0,46436.0,4.666854802523345,10743.0,4288.0,1000.0,6454.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11640.0,1.0,1.0,1.0,13335.0,5790.0,US
+www.compassion.com+2023_08_14+0,0,0.180923,0.001757,1,0.1791659007772181,0.1809231966415232,0.001757295864305,22,14,1,0,3.039148671903071,0,1,0,0,0.0,239661,1,1,0.9631901840490796,1.0,62033.0,4.792622784742922,10028.0,4763.0,1000.0,5265.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10254.0,1.0,1.0,1.0,13335.0,5790.0,US
+www.computerbase.de+2023_08_14+0,0,0.180045,0.00538,1,0.1746651463608646,0.1800451202611954,0.0053799739003308,23,15,1,0,3.589898095464287,0,1,0,0,0.0,322836,2,0,0.5170068027210885,1.0,24951.0,4.39708795620305,9505.0,5570.0,1000.0,3934.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,47447.0,6543.0,
+www.computerline.com+2023_08_14+0,0,0.369791,0.168512,1,0.2012795396576147,0.369791299765579,0.1685117601079643,14,6,1,0,2.584962500721156,0,1,0,0,0.5,23873,3,0,0.9230769230769232,0.0,-1.0,-1.0,10793.0,19.0,1000.0,10773.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11031.0,1.0,1.0,1.0,45753.0,-1.0,HK
+www.computing.co.uk+2023_08_14+0,0,0.18188,0.000819,1,0.1810612767398408,0.1818800225741259,0.0008187458342851,23,15,2,1,3.373557262275185,0,1,0,0,0.0,138576,5,0,0.8979591836734694,1.0,39570.0,4.597366050266028,9007.0,5595.0,1000.0,3411.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,10779.0,1.0,1.0,1.0,13335.0,5790.0,US
+www.computrabajo.com+2023_08_14+0,0,0.219076,0.015251,1,0.2038246272793087,0.2190758776970708,0.015251250417762,24,16,1,0,3.327819531114783,0,1,0,0,0.0,33947,0,0,2.571428571428572,1.0,6337.0,3.80188370712524,9722.0,5580.0,1000.0,4141.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10100.0,1.0,1.0,1.0,14618.0,7503.0,US
+www.comss.ru+2023_08_14+0,0,0.182205,0.00589,1,0.1763149452864558,0.1822047376196482,0.0058897923331924,17,9,1,0,2.725480556997868,0,1,0,0,0.0,57862,1,0,0.5227272727272727,1.0,36776.0,4.565564490742253,6652.0,1422.0,1000.0,5229.0,1.0,147.0,4090.0,193.0,6.0,0.0,0.0,90.0,1.0,-1.0,-1.0,-1.0,1.0,51115.0,5830.0,
+www.concentrix.com+2023_08_14+0,0,0.180942,0.00121,1,0.1797321273378089,0.1809423606613538,0.0012102333235449,22,14,1,0,3.182005814760214,0,1,0,0,0.0,524161,4,0,1.841121495327103,1.0,28869.0,4.460431740513778,10031.0,1566.0,1000.0,8464.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10634.0,1.0,1.0,1.0,13335.0,5790.0,US
+www.coned.com+2023_08_14+0,0,0.221052,0.001948,1,0.2191037830080129,0.2210516942311554,0.0019479112231424,17,9,1,0,2.725480556997868,0,1,0,0,0.0,218249,4,1,0.689922480620155,1.0,36295.0,4.559846800739317,10548.0,7280.0,1000.0,3268.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11456.0,1.0,1.0,1.0,1932.0,12355.0,US
+www.confirmit.com+2023_08_14+0,0,0.185704,0.067741,1,0.1179629493769432,0.1857035130783648,0.0677405637014215,21,13,1,0,3.085055102756477,0,1,0,0,0.0,678079,3,0,1.7523809523809524,1.0,11441.0,4.058463985602251,9445.0,4537.0,1000.0,4907.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10011.0,1.0,1.0,1.0,54113.0,5343.0,US
+www.confirmtkt.com+2023_08_14+0,0,0.198777,0.001127,1,0.197650617400624,0.1987774506970164,0.0011268332963924,22,14,1,0,3.235926350629033,0,1,0,0,0.0,95607,0,0,2.590909090909091,1.0,8353.0,3.921842481405858,4333.0,69.0,1000.0,4263.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4899.0,1.0,1.0,1.0,16509.0,9513.0,US
+www.conns.com+2023_08_14+0,0,0.17985,0.007779,1,0.1720714658793798,0.1798499671822586,0.0077785013028788,17,9,1,0,2.5032583347756456,0,1,0,0,0.0,1337122,7,0,1.249310027598896,1.0,389678.0,5.590705887577897,9964.0,2684.0,1000.0,7279.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10943.0,1.0,1.0,1.0,16509.0,9513.0,US
+www.consentframework.com+2023_08_14+0,0,0.66647,0.898895,1,0.2324244639364894,0.8988945072716596,0.6664700433351702,28,20,1,0,3.5841837197791886,0,1,0,0,0.0,108551,0,0,3.571428571428572,1.0,12318.0,4.090540199754235,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2224.0,1.0,1.0,1.0,24940.0,8753.0,
+www.construct.net+2023_08_14+0,0,0.183044,0.001118,1,0.1819267139292175,0.1830444121392161,0.0011176982099986,21,13,1,0,3.0269868333592878,0,1,0,0,0.0,85494,1,0,1.65,1.0,31429.0,4.497330562965051,10745.0,27.0,1000.0,10717.0,1.0,2.0,3086.0,3086.0,1.0,0.0,0.0,735.0,1.0,11250.0,1.0,1.0,1.0,13335.0,5790.0,US
