sample_id,sample_name,label,prob_sn,prob_pg,sn_pg_agreement,sn_pg_diff,max_prob,min_prob,domain_length,n_dots_domain,n_subdomains,domain_entropy,has_ip_address,has_https,domain_digit_ratio,html_length,n_forms,n_password_inputs,n_external_links_ratio,is_in_tranco_1m,tranco_rank,tranco_rank_log,wayback_first_seen_days,wayback_last_seen_days,wayback_n_snapshots,wayback_active_window_days,wayback_first_status_ok,cert_history_count,cert_first_seen_days,cert_last_seen_days,cert_issuer_diversity,cert_is_free_only,cert_has_wildcard,cert_validity_median_days,cert_san_max,rdap_domain_age_days,rdap_age_risk,rdap_has_registrar,dns_resolved,asn_number,asn_age_days,asn_country
20128,20128_klub-ti-mne-ya-tebe.ru,0,0.225447,0.141502,1,0.083944456396628,0.2254468844481358,0.1415024280515078,22,1,0,3.606936732175321,0,0,0.0,23111,4,1,0.375,0.0,-1.0,-1.0,3617.0,1116.0,389.0,2501.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20130,20130_klub-ti-mne-ya-tebe.ru,0,0.194915,0.118009,1,0.0769052060854205,0.1949145205234421,0.1180093144380216,22,1,0,3.606936732175321,0,0,0.0,66477,4,1,0.3529411764705882,0.0,-1.0,-1.0,3617.0,1116.0,389.0,2501.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20131,20131_klub-ti-mne-ya-tebe.ru,0,0.206824,0.128192,1,0.0786320171289356,0.2068239372184386,0.1281919200895029,22,1,0,3.606936732175321,0,0,0.0,27580,4,1,0.3636363636363636,0.0,-1.0,-1.0,3617.0,1116.0,389.0,2501.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20132,20132_klub-ti-mne-ya-tebe.ru,0,0.201951,0.128456,1,0.073495657491139,0.2019513089482494,0.1284556514571103,22,1,0,3.606936732175321,0,0,0.0,32973,4,1,0.3333333333333333,0.0,-1.0,-1.0,3617.0,1116.0,389.0,2501.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20136,20136_blog.kalitemarket.com.tr,0,0.997945,0.077615,0,0.9203293369435516,0.9979448143413991,0.0776154773978476,24,3,2,3.6053885422075336,0,0,0.0,27569,1,0,2.0789473684210527,0.0,-1.0,-1.0,3895.0,3791.0,370.0,104.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20137,20137_blog.kalitemarket.com.tr,0,0.999742,0.095035,0,0.9047068377927376,0.9997415201216476,0.0950346823289102,24,3,2,3.6053885422075336,0,0,0.0,25191,2,0,3.3684210526315788,0.0,-1.0,-1.0,3895.0,3791.0,370.0,104.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20138,20138_blog.kalitemarket.com.tr,0,0.99833,0.07763,0,0.9207008912904072,0.9983304128112218,0.0776295215208146,24,3,2,3.6053885422075336,0,0,0.0,28656,1,0,2.076923076923077,0.0,-1.0,-1.0,3895.0,3791.0,370.0,104.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20139,20139_blog.kalitemarket.com.tr,0,0.999723,0.077891,0,0.9218312100257334,0.9997226254990847,0.0778914154733514,24,3,2,3.6053885422075336,0,0,0.0,26652,2,0,3.136363636363636,0.0,-1.0,-1.0,3895.0,3791.0,370.0,104.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20140,20140_blog.kalitemarket.com.tr,0,0.999858,0.294623,0,0.7052350319338268,0.9998580503953008,0.2946230184614741,24,3,2,3.6053885422075336,0,0,0.0,18932,1,0,3.5,0.0,-1.0,-1.0,3895.0,3791.0,370.0,104.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20141,20141_blog.kalitemarket.com.tr,0,0.99982,0.125136,0,0.8746831301397087,0.9998195231060552,0.1251363929663465,24,3,2,3.6053885422075336,0,0,0.0,24567,2,0,3.4375,0.0,-1.0,-1.0,3895.0,3791.0,370.0,104.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20147,20147_esypesaconstrucciones.com,0,0.180261,0.014856,1,0.1654056571290111,0.1802612345829991,0.014855577453988,25,1,0,3.5434651896016462,0,0,0.0,71231,1,0,1.4567901234567902,0.0,-1.0,-1.0,3959.0,74.0,1000.0,3884.0,1.0,100.0,2898.0,96.0,7.0,0.0,1.0,89.0,9.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20148,20148_esypesaconstrucciones.com,0,0.191625,0.02565,1,0.1659753373915954,0.191625439396517,0.0256501020049215,25,1,0,3.5434651896016462,0,0,0.0,44480,1,0,1.4385964912280702,0.0,-1.0,-1.0,3959.0,74.0,1000.0,3884.0,1.0,100.0,2898.0,96.0,7.0,0.0,1.0,89.0,9.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20149,20149_esypesaconstrucciones.com,0,0.188251,0.019093,1,0.1691580313464646,0.1882509606239717,0.0190929292775071,25,1,0,3.5434651896016462,0,0,0.0,55264,1,0,1.5396825396825398,0.0,-1.0,-1.0,3959.0,74.0,1000.0,3884.0,1.0,100.0,2898.0,96.0,7.0,0.0,1.0,89.0,9.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20150,20150_esypesaconstrucciones.com,0,0.182001,0.00239,1,0.1796105522360665,0.1820008111850722,0.0023902589490057,25,1,0,3.5434651896016462,0,0,0.0,92541,1,0,1.4316546762589928,0.0,-1.0,-1.0,3959.0,74.0,1000.0,3884.0,1.0,100.0,2898.0,96.0,7.0,0.0,1.0,89.0,9.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20151,20151_esypesaconstrucciones.com,0,0.191742,0.02253,1,0.1692119619366419,0.1917420495689924,0.0225300876323504,25,1,0,3.5434651896016462,0,0,0.0,48081,1,0,1.475409836065574,0.0,-1.0,-1.0,3959.0,74.0,1000.0,3884.0,1.0,100.0,2898.0,96.0,7.0,0.0,1.0,89.0,9.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20152,20152_esypesaconstrucciones.com,0,0.190358,0.023963,1,0.1663945236139078,0.1903577502037708,0.023963226589863,25,1,0,3.5434651896016462,0,0,0.0,52141,1,0,1.457142857142857,0.0,-1.0,-1.0,3959.0,74.0,1000.0,3884.0,1.0,100.0,2898.0,96.0,7.0,0.0,1.0,89.0,9.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20171,20171_ovift.org,0,0.179533,0.025643,1,0.1538895278559491,0.1795329447584658,0.0256434169025166,9,1,0,2.94770277922009,0,0,0.0,21762,1,0,2.6956521739130435,0.0,-1.0,-1.0,8095.0,66.0,1000.0,8029.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,8245.0,1.0,1.0,1.0,14555.0,604.0,US
20172,20172_ovift.org,0,0.179667,0.02676,1,0.152907448522164,0.1796674841828724,0.0267600356607084,9,1,0,2.94770277922009,0,0,0.0,21052,1,0,2.1,0.0,-1.0,-1.0,8095.0,66.0,1000.0,8029.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,8245.0,1.0,1.0,1.0,14555.0,604.0,US
20173,20173_ovift.org,0,0.179471,0.047704,1,0.1317667796691494,0.1794708818079589,0.0477041021388094,9,1,0,2.94770277922009,0,0,0.0,26779,1,0,1.681818181818182,0.0,-1.0,-1.0,8095.0,66.0,1000.0,8029.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,8245.0,1.0,1.0,1.0,14555.0,604.0,US
20174,20174_ovift.org,0,0.179533,0.025643,1,0.1538895278559491,0.1795329447584658,0.0256434169025166,9,1,0,2.94770277922009,0,0,0.0,21761,1,0,2.6956521739130435,0.0,-1.0,-1.0,8095.0,66.0,1000.0,8029.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,8245.0,1.0,1.0,1.0,14555.0,604.0,US
20175,20175_ovift.org,0,0.180532,0.045801,1,0.1347312162613625,0.1805324541601437,0.0458012378987811,9,1,0,2.94770277922009,0,0,0.0,19518,1,0,2.107142857142857,0.0,-1.0,-1.0,8095.0,66.0,1000.0,8029.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,8245.0,1.0,1.0,1.0,14555.0,604.0,US
20176,20176_ovift.org,0,0.179831,0.033792,1,0.1460395497086483,0.1798313296570826,0.0337917799484342,9,1,0,2.94770277922009,0,0,0.0,32993,1,0,1.9655172413793105,0.0,-1.0,-1.0,8095.0,66.0,1000.0,8029.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,8245.0,1.0,1.0,1.0,14555.0,604.0,US
20178,20178_www.psmsportswear.com,0,0.999919,0.005676,0,0.994243521649276,0.9999194387710618,0.0056759171217857,21,2,1,3.308751351247166,0,0,0.0,52138,1,0,1.2139303482587065,0.0,-1.0,-1.0,7002.0,67.0,1000.0,6935.0,1.0,19.0,3445.0,153.0,2.0,0.0,0.0,90.0,1.0,7462.0,1.0,1.0,1.0,16509.0,9513.0,US
20179,20179_www.psmsportswear.com,0,0.999932,0.004557,0,0.9953746581404668,0.9999317530414614,0.0045570949009945,21,2,1,3.308751351247166,0,0,0.0,45200,2,0,1.2590673575129534,0.0,-1.0,-1.0,7002.0,67.0,1000.0,6935.0,1.0,19.0,3445.0,153.0,2.0,0.0,0.0,90.0,1.0,7462.0,1.0,1.0,1.0,16509.0,9513.0,US
20180,20180_www.psmsportswear.com,0,0.999953,0.002172,0,0.9977808983712504,0.9999527211040944,0.002171822732844,21,2,1,3.308751351247166,0,0,0.0,58157,2,0,1.351063829787234,0.0,-1.0,-1.0,7002.0,67.0,1000.0,6935.0,1.0,19.0,3445.0,153.0,2.0,0.0,0.0,90.0,1.0,7462.0,1.0,1.0,1.0,16509.0,9513.0,US
20181,20181_www.psmsportswear.com,0,0.99994,0.004799,0,0.9951413515781826,0.9999403600893172,0.0047990085111347,21,2,1,3.308751351247166,0,0,0.0,44425,1,0,1.202127659574468,0.0,-1.0,-1.0,7002.0,67.0,1000.0,6935.0,1.0,19.0,3445.0,153.0,2.0,0.0,0.0,90.0,1.0,7462.0,1.0,1.0,1.0,16509.0,9513.0,US
20182,20182_www.psmsportswear.com,0,0.999728,0.003215,0,0.996512453313646,0.9997276163948206,0.0032151630811744,21,2,1,3.308751351247166,0,0,0.0,63304,1,0,1.375,0.0,-1.0,-1.0,7002.0,67.0,1000.0,6935.0,1.0,19.0,3445.0,153.0,2.0,0.0,0.0,90.0,1.0,7462.0,1.0,1.0,1.0,16509.0,9513.0,US
20183,20183_www.psmsportswear.com,0,0.999919,0.005676,0,0.9942435225747376,0.9999194396965232,0.0056759171217857,21,2,1,3.308751351247166,0,0,0.0,52138,1,0,1.2139303482587065,0.0,-1.0,-1.0,7002.0,67.0,1000.0,6935.0,1.0,19.0,3445.0,153.0,2.0,0.0,0.0,90.0,1.0,7462.0,1.0,1.0,1.0,16509.0,9513.0,US
20192,20192_4checkers.de,0,0.18403,0.005938,1,0.1780918971440917,0.1840302764959573,0.0059383793518656,12,1,0,3.0220552088742,0,0,0.0833333333333333,128941,5,1,1.3053097345132745,0.0,-1.0,-1.0,5753.0,357.0,1000.0,5395.0,0.0,34.0,4917.0,2707.0,3.0,0.0,1.0,90.0,2.0,-1.0,-1.0,-1.0,1.0,12655.0,20594.0,
20193,20193_4checkers.de,0,0.18403,0.005938,1,0.1780918971440917,0.1840302764959573,0.0059383793518656,12,1,0,3.0220552088742,0,0,0.0833333333333333,128939,5,1,1.3053097345132745,0.0,-1.0,-1.0,5753.0,357.0,1000.0,5395.0,0.0,34.0,4917.0,2707.0,3.0,0.0,1.0,90.0,2.0,-1.0,-1.0,-1.0,1.0,12655.0,20594.0,
20194,20194_4checkers.de,0,0.181027,0.004148,1,0.1768793339755871,0.1810274578191444,0.0041481238435573,12,1,0,3.0220552088742,0,0,0.0833333333333333,164743,5,1,1.3252032520325203,0.0,-1.0,-1.0,5753.0,357.0,1000.0,5395.0,0.0,34.0,4917.0,2707.0,3.0,0.0,1.0,90.0,2.0,-1.0,-1.0,-1.0,1.0,12655.0,20594.0,
20195,20195_4checkers.de,0,0.184863,0.01008,1,0.1747830839550722,0.1848630440113186,0.0100799600562463,12,1,0,3.0220552088742,0,0,0.0833333333333333,92027,4,1,1.6608695652173913,0.0,-1.0,-1.0,5753.0,357.0,1000.0,5395.0,0.0,34.0,4917.0,2707.0,3.0,0.0,1.0,90.0,2.0,-1.0,-1.0,-1.0,1.0,12655.0,20594.0,
20196,20196_4checkers.de,0,0.1851,0.013217,1,0.1718821139456536,0.1850995822432113,0.0132174682975577,12,1,0,3.0220552088742,0,0,0.0833333333333333,92600,5,2,1.6893203883495145,0.0,-1.0,-1.0,5753.0,357.0,1000.0,5395.0,0.0,34.0,4917.0,2707.0,3.0,0.0,1.0,90.0,2.0,-1.0,-1.0,-1.0,1.0,12655.0,20594.0,
20197,20197_4checkers.de,0,0.184945,0.021485,1,0.1634606881263541,0.1849452245859311,0.0214845364595769,12,1,0,3.0220552088742,0,0,0.0833333333333333,93299,5,2,1.6923076923076923,0.0,-1.0,-1.0,5753.0,357.0,1000.0,5395.0,0.0,34.0,4917.0,2707.0,3.0,0.0,1.0,90.0,2.0,-1.0,-1.0,-1.0,1.0,12655.0,20594.0,
20199,20199_blog.4checkers.de,0,0.610521,0.043915,0,0.566606633360843,0.610521355031393,0.0439147216705499,17,2,1,3.572469458770136,0,1,0.0588235294117647,128830,5,1,1.3008849557522124,0.0,-1.0,-1.0,5710.0,3437.0,1000.0,2272.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20200,20200_blog.4checkers.de,0,0.59691,0.025658,0,0.5712519470830458,0.5969095713204112,0.0256576242373654,17,2,1,3.572469458770136,0,0,0.0588235294117647,4731218,1,0,1.2270742358078603,0.0,-1.0,-1.0,5710.0,3437.0,1000.0,2272.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20201,20201_4checkers.de,0,0.782079,0.026468,0,0.7556105958503697,0.7820785559674348,0.026467960117065,17,2,1,3.572469458770136,0,1,0.0588235294117647,164165,5,1,1.3170731707317074,0.0,-1.0,-1.0,5753.0,357.0,1000.0,5395.0,0.0,34.0,4917.0,2707.0,3.0,0.0,1.0,90.0,2.0,-1.0,-1.0,-1.0,1.0,12655.0,20594.0,
20202,20202_4checkers.de,0,0.863054,0.119135,0,0.7439187151005123,0.8630536940083411,0.1191349789078287,17,2,1,3.572469458770136,0,1,0.0588235294117647,92856,5,1,1.6796116504854368,0.0,-1.0,-1.0,5753.0,357.0,1000.0,5395.0,0.0,34.0,4917.0,2707.0,3.0,0.0,1.0,90.0,2.0,-1.0,-1.0,-1.0,1.0,12655.0,20594.0,
20203,20203_blog.4checkers.de,0,0.610521,0.043915,0,0.566606633360843,0.610521355031393,0.0439147216705499,17,2,1,3.572469458770136,0,1,0.0588235294117647,128844,5,1,1.3008849557522124,0.0,-1.0,-1.0,5710.0,3437.0,1000.0,2272.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20204,20204_blog.4checkers.de,0,0.890555,0.039881,0,0.8506737600275428,0.8905549520976193,0.0398811920700764,17,2,1,3.572469458770136,0,1,0.0588235294117647,85625,4,1,1.5943396226415094,0.0,-1.0,-1.0,5710.0,3437.0,1000.0,2272.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20286,20286_doosangroup.net,0,0.184385,0.882704,0,0.6983184392900916,0.8827035995252333,0.1843851602351416,15,1,0,3.4565647621309536,0,0,0.0,18374,2,0,0.1276595744680851,0.0,-1.0,-1.0,3576.0,3576.0,1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20288,20288_doosangroup.net,0,0.184385,0.882704,0,0.6983184392900916,0.8827035995252333,0.1843851602351416,15,1,0,3.4565647621309536,0,0,0.0,18374,2,0,0.1276595744680851,0.0,-1.0,-1.0,3576.0,3576.0,1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20289,20289_doosangroup.net,0,0.214863,0.707504,0,0.4926411357893321,0.707504207273999,0.2148630714846668,15,1,0,3.4565647621309536,0,0,0.0,7422,3,0,0.3684210526315789,0.0,-1.0,-1.0,3576.0,3576.0,1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20290,20290_doosangroup.net,0,0.184385,0.882704,0,0.698318438425116,0.8827035995252333,0.1843851611001172,15,1,0,3.4565647621309536,0,0,0.0,18374,2,0,0.1276595744680851,0.0,-1.0,-1.0,3576.0,3576.0,1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20291,20291_doosangroup.net,0,0.181487,0.246347,1,0.0648595476994288,0.2463467997010054,0.1814872520015765,15,1,0,3.4565647621309536,0,0,0.0,15822,2,0,0.1071428571428571,0.0,-1.0,-1.0,3576.0,3576.0,1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20293,20293_doosangroup.net,0,0.184385,0.882704,0,0.6983184388576038,0.8827035995252333,0.1843851606676294,15,1,0,3.4565647621309536,0,0,0.0,18374,2,0,0.1276595744680851,0.0,-1.0,-1.0,3576.0,3576.0,1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20295,20295_doosangroup.net,0,0.184385,0.882704,0,0.6983184392900916,0.8827035995252333,0.1843851602351416,15,1,0,3.4565647621309536,0,0,0.0,18374,2,0,0.1276595744680851,0.0,-1.0,-1.0,3576.0,3576.0,1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20296,20296_doosangroup.net,0,0.214863,0.707504,0,0.4926411357893321,0.707504207273999,0.2148630714846668,15,1,0,3.4565647621309536,0,0,0.0,7422,3,0,0.3684210526315789,0.0,-1.0,-1.0,3576.0,3576.0,1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20297,20297_doosangroup.net,0,0.184385,0.882704,0,0.698318438425116,0.8827035995252333,0.1843851611001172,15,1,0,3.4565647621309536,0,0,0.0,18374,2,0,0.1276595744680851,0.0,-1.0,-1.0,3576.0,3576.0,1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20298,20298_doosangroup.net,0,0.181487,0.246347,1,0.064859547269291,0.2463467997010054,0.1814872524317143,15,1,0,3.4565647621309536,0,0,0.0,15822,2,0,0.1071428571428571,0.0,-1.0,-1.0,3576.0,3576.0,1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20353,20353_kggr.pl,0,0.17819,0.004141,1,0.1740488601952683,0.178189818766726,0.0041409585714576,7,1,0,2.5216406363433186,0,0,0.0,26945,0,0,0.0657894736842105,0.0,-1.0,-1.0,5206.0,735.0,1000.0,4470.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20354,20354_kggr.pl,0,0.178542,0.003172,1,0.1753704305156919,0.1785422862867659,0.0031718557710739,7,1,0,2.5216406363433186,0,0,0.0,25900,0,0,0.196078431372549,0.0,-1.0,-1.0,5206.0,735.0,1000.0,4470.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20355,20355_kggr.pl,0,0.178385,0.00309,1,0.1752949723488147,0.1783847044575636,0.0030897321087489,7,1,0,2.5216406363433186,0,0,0.0,23507,0,0,0.0806451612903225,0.0,-1.0,-1.0,5206.0,735.0,1000.0,4470.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20356,20356_kggr.pl,0,0.178532,0.002272,1,0.1762602024696474,0.1785323806258802,0.0022721781562328,7,1,0,2.5216406363433186,0,0,0.0,20529,0,0,0.1,0.0,-1.0,-1.0,5206.0,735.0,1000.0,4470.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20357,20357_kggr.pl,0,0.178142,0.003476,1,0.1746660877834844,0.1781420870468646,0.0034759992633801,7,1,0,2.5216406363433186,0,0,0.0,30305,0,0,0.0581395348837209,0.0,-1.0,-1.0,5206.0,735.0,1000.0,4470.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20383,20383_grupoaguiatecseg.com.br,0,0.818568,0.121345,0,0.6972239290373008,0.818568467451349,0.1213445384140481,23,2,1,3.708132064658602,0,0,0.0,8537,0,0,0.4166666666666667,0.0,-1.0,-1.0,3887.0,3506.0,222.0,380.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20384,20384_grupoaguiatecseg.com.br,0,0.755343,0.343768,0,0.4115753383057158,0.755343410631213,0.3437680723254972,23,2,1,3.708132064658602,0,0,0.0,43769,0,0,0.1724137931034483,0.0,-1.0,-1.0,3887.0,3506.0,222.0,380.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20385,20385_grupoaguiatecseg.com.br,0,0.818568,0.121345,0,0.6972239141361396,0.8185684525501878,0.1213445384140481,23,2,1,3.708132064658602,0,0,0.0,8537,0,0,0.4166666666666667,0.0,-1.0,-1.0,3887.0,3506.0,222.0,380.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20386,20386_grupoaguiatecseg.com.br,0,0.738707,0.026596,0,0.7121109535181578,0.738706884610471,0.0265959310923131,23,2,1,3.708132064658602,0,0,0.0,8313,0,0,0.8571428571428571,0.0,-1.0,-1.0,3887.0,3506.0,222.0,380.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20387,20387_grupoaguiatecseg.com.br,0,0.79137,0.00879,0,0.7825801717441477,0.7913701680031919,0.0087899962590442,23,2,1,3.708132064658602,0,0,0.0,12004,0,0,0.1428571428571428,0.0,-1.0,-1.0,3887.0,3506.0,222.0,380.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20388,20388_grupoaguiatecseg.com.br,0,0.853171,0.32272,0,0.5304506502232798,0.8531706881654175,0.3227200379421378,23,2,1,3.708132064658602,0,0,0.0,9118,0,0,0.625,0.0,-1.0,-1.0,3887.0,3506.0,222.0,380.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20404,20404_hermex.be,0,0.481146,0.033366,1,0.4477791276983015,0.481145568585879,0.0333664408875774,9,1,0,2.6416041678685933,0,0,0.0,25657,2,3,0.5,0.0,-1.0,-1.0,3855.0,424.0,433.0,3430.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,396982.0,2836.0,US
20405,20405_hermex.be,0,0.481146,0.033366,1,0.4477791276983015,0.481145568585879,0.0333664408875774,9,1,0,2.6416041678685933,0,0,0.0,25657,2,3,0.5,0.0,-1.0,-1.0,3855.0,424.0,433.0,3430.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,396982.0,2836.0,US
20406,20406_hermex.be,0,0.481146,0.033366,1,0.4477790680936567,0.4811455089812342,0.0333664408875774,9,1,0,2.6416041678685933,0,0,0.0,25657,2,3,0.5,0.0,-1.0,-1.0,3855.0,424.0,433.0,3430.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,396982.0,2836.0,US
20407,20407_hermex.be,0,0.588048,0.0478,0,0.5402482194619223,0.5880480588511743,0.047799839389252,9,1,0,2.6416041678685933,0,0,0.0,19263,3,4,0.44,0.0,-1.0,-1.0,3855.0,424.0,433.0,3430.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,396982.0,2836.0,US
20409,20409_hermex.be,0,0.621096,0.077051,0,0.5440452367736749,0.6210961765504643,0.0770509397767894,9,1,0,2.6416041678685933,0,0,0.0,18829,3,3,0.5,0.0,-1.0,-1.0,3855.0,424.0,433.0,3430.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,396982.0,2836.0,US
20415,20415_www.diskgourmet.com.br,0,0.986405,0.139299,0,0.8471053106601515,0.9864047478944858,0.1392994372343343,22,3,2,3.754441845713345,0,0,0.0,51205,4,1,3.12,0.0,-1.0,-1.0,7411.0,1829.0,1000.0,5582.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
20416,20416_www.diskgourmet.com.br,0,0.983249,0.190514,0,0.7927343655415244,0.9832486979960552,0.1905143324545308,22,3,2,3.754441845713345,0,0,0.0,84215,4,1,1.9411764705882355,0.0,-1.0,-1.0,7411.0,1829.0,1000.0,5582.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,
