sample_name,label,prob_sn,prob_pg,sn_pg_agreement,sn_pg_diff,max_prob,min_prob,url_length,domain_length,n_dots_domain,n_subdomains,domain_entropy,has_ip_address,has_https,path_length,n_url_params,domain_digit_ratio,html_length,n_forms,n_password_inputs,n_external_links_ratio
+techvybes.com+2023_08_14+0,0,0.179599,0.008934,1,0.17066474393781983,0.17959911693727215,0.008934372999452336,21,13,1,0,3.3927474104487847,0,1,0,0,0.0,157963,0,0,1.4344262295081966
+tecnoera.com+2023_08_14+0,0,0.179172,0.008586,1,0.1705855891507406,0.17917164990144097,0.008586060750700375,20,12,1,0,3.0849625007211556,0,1,0,0,0.0,58520,0,0,1.3714285714285714
+telanganatoday.com+2023_08_14+0,0,0.183478,0.000455,1,0.18302250654918487,0.18347762701423975,0.0004551204650548762,26,18,1,0,3.3921472236645345,0,1,0,0,0.0,314741,1,0,1.9372549019607843
+tele-c.ru+2023_08_14+0,0,0.183288,0.001375,1,0.18191301871789944,0.18328844581238357,0.0013754270944841204,17,9,1,0,2.94770277922009,0,1,0,0,0.0,275972,5,0,2.189655172413793
+telegram.org+2023_08_14+2,0,0.88317,0.267849,0,0.6153213572920498,0.8831701112842704,0.2678487539922205,12,4,1,0,2.0,0,1,0,0,0.0,19427,0,0,0.11290322580645161
+telemir.net+2023_08_14+0,0,0.180058,0.003218,1,0.17683985488587453,0.18005831584930543,0.0032184609634308956,19,11,1,0,2.845350936622437,0,1,0,0,0.0,192668,1,0,3.193548387096774
+telnyx.com+2023_08_14+0,0,0.187297,0.00112,1,0.18617626314869298,0.187296761320507,0.0011204981718140063,18,10,1,0,3.321928094887362,0,1,0,0,0.0,96655,1,0,0.7764705882352941
+tennessee.edu+2023_08_14+0,0,0.179417,0.003943,1,0.17547393467174657,0.17941697974127824,0.0039430450695316695,21,13,1,0,2.4996981431844145,0,1,0,0,0.0,126322,1,0,1.761061946902655
+tennesseetitleloans.net+2023_08_14+0,0,0.179568,0.015449,1,0.16411846813979727,0.17956754013312481,0.015449071993327538,31,23,1,0,2.859880977513952,0,1,0,0,0.0,60912,0,0,1.172972972972973
+tenor.com+2023_08_14+0,0,0.193245,0.196671,1,0.0034263771554543243,0.19667095501256468,0.19324457785711036,16,8,1,0,2.75,0,1,0,0,0.0,235561,1,0,1.74
+test.asosservices.com+2023_08_14+0,0,0.292875,0.98023,0,0.6873545314871304,0.9802298205103934,0.292875289023263,24,16,1,0,3.125,0,1,0,0,0.0,20178,0,0,4.0
+testrtc.com+2023_08_14+0,0,0.180121,0.263619,1,0.0834987381207436,0.2636193842461273,0.1801206461253837,20,12,1,0,2.918295834054489,0,1,0,0,0.0,135574,0,0,2.238095238095238
+tetaneutral.net+2023_08_14+0,0,0.204679,0.020648,1,0.18403062643257082,0.20467903813357236,0.020648411701001547,23,15,1,0,2.7898980954642867,0,1,0,0,0.0,9571,0,0,0.8888888888888888
+teuteuf.fr+2023_08_14+0,0,0.22237,0.004215,1,0.21815560651513582,0.22237049841299172,0.004214891897855913,18,10,1,0,2.521928094887362,0,1,0,0,0.0,96060,0,0,3.0
+texasattorneygeneral.gov+2023_08_14+0,0,0.17998,0.002776,1,0.17720454032514737,0.17998014562353915,0.0027756052983917766,32,24,1,0,3.5220552088742005,0,1,0,0,0.0,168746,2,0,0.48514851485148514
+tfaforms.com+2023_08_14+0,0,0.273861,0.923424,0,0.6495631884990375,0.9234238116896794,0.27386062319064186,20,12,1,0,3.084962500721156,0,1,0,0,0.0,48254,1,1,1.4615384615384615
+thaiflirting.com+2023_08_14+0,0,0.180072,0.002156,1,0.17791613534706469,0.1800717846410509,0.0021556492939861956,24,16,1,0,3.577819531114783,0,1,0,0,0.0,40808,1,0,1.8043478260869565
+thaihubx.tv+2023_08_14+0,0,0.179469,0.011882,1,0.1675866484671279,0.17946909392090027,0.01188244545377237,19,11,1,0,3.0957952550009344,0,1,0,0,0.0,62265,1,0,1.5769230769230769
+thatgamecompany.com+2023_08_14+0,0,0.185687,0.023845,1,0.16184147469540372,0.1856865765801834,0.023845101884779674,27,19,1,0,3.43162356584743,0,1,0,0,0.0,258390,2,0,2.326530612244898
+theadex.com+2023_08_14+0,0,0.18125,0.018777,1,0.16247342593695954,0.18125003922797567,0.01877661329101612,19,11,1,0,3.277613436819116,0,1,0,0,0.0,179679,1,0,1.7173913043478262
+theblast.com+2023_08_14+0,0,0.18047,0.003764,1,0.1767062743439078,0.18047031314631834,0.0037640388024105633,20,12,1,0,3.418295834054489,0,1,0,0,0.0,164652,1,0,2.2244897959183674
+theculturetrip.com+2023_08_14+0,0,0.181444,0.001193,1,0.1802505763923442,0.18144357145238654,0.001192995060042338,26,18,1,0,3.4613201402110083,0,1,0,0,0.0,204275,1,0,6.181102362204724
+thegfporn.com+2023_08_14+0,0,0.17839,0.009657,1,0.16873317317265032,0.17839016521278706,0.009656992040136734,21,13,1,0,3.546593564294939,0,1,0,0,0.0,96938,1,0,1.462962962962963
+thehackernews.com+2023_08_14+0,0,0.183017,0.003217,1,0.1798001778626025,0.18301741749862455,0.003217239636022043,25,17,1,0,3.572469458770136,0,1,0,0,0.0,224640,2,0,1.6962025316455696
+thehun.net+2023_08_14+0,0,0.179581,0.000267,1,0.17931370520283366,0.17958053476814717,0.0002668295653135092,18,10,1,0,2.5219280948873624,0,1,0,0,0.0,205272,1,0,0.17154255319148937
+theideasblog.com+2023_08_14+0,0,0.226617,0.159293,1,0.06732329374954032,0.22661678640059724,0.1592934926510569,24,16,1,0,3.75,0,1,0,0,0.0,5943,0,0,0.041666666666666664
+themebeez.com+2023_08_14+0,0,0.179591,0.00253,1,0.17706082591702815,0.17959059150945655,0.0025297655924284073,21,13,1,0,2.9312089489103235,0,1,0,0,0.0,96112,1,0,2.3333333333333335
+themegrill.com+2023_08_14+0,0,0.180966,0.00154,1,0.17942625526128017,0.18096642211912362,0.0015401668578434577,22,14,1,0,3.378783493486176,0,1,0,0,0.0,317982,1,0,4.958904109589041
+themindsjournal.com+2023_08_14+0,0,0.179503,0.002129,1,0.17737405367197362,0.17950311675170938,0.0021290630797357714,27,19,1,0,3.9321380397593733,0,1,0,0,0.0,513671,3,0,2.4261241970021414
+thenationonlineng.net+2023_08_14+0,0,0.185969,0.006353,1,0.1796163314825882,0.1859692248147049,0.006352893332116695,29,21,1,0,3.010434089033337,0,1,0,0,0.0,180792,2,0,3.4661654135338344
+thenewdaily.com.au+2023_08_14+0,0,0.186278,0.003091,1,0.18318677272500564,0.18627778596692668,0.0030910132419210493,26,18,2,1,3.8365916681089787,0,1,0,0,0.0,276578,5,0,2.764705882352941
+thenounproject.com+2023_08_14+0,0,0.183421,0.004222,1,0.17919925445182835,0.18342109967638054,0.0042218452245521895,26,18,1,0,3.4613201402110083,0,1,0,0,0.0,107118,5,0,0.8130841121495327
+theoutline.com+2023_08_14+0,0,0.182006,0.010778,1,0.17122796502167636,0.1820058139469144,0.010777848925238023,22,14,1,0,3.3787834934861767,0,1,0,0,0.0,63068,0,0,1.7894736842105263
+thesportsrush.com+2023_08_14+0,0,0.179861,0.005186,1,0.1746751325553956,0.17986089481844547,0.0051857622630498736,25,17,1,0,3.337175341123077,0,1,0,0,0.0,375907,0,0,6.234113712374582
+theta360.com+2023_08_14+0,0,0.181114,0.014986,1,0.1661286263995472,0.18111434660768233,0.014985720208135137,20,12,1,0,3.418295834054489,0,1,0,0,0.25,212918,0,0,1.654867256637168
+thewalrus.ca+2023_08_14+0,0,0.180024,0.001711,1,0.1783121986297865,0.18002368654730572,0.0017114879175192078,20,12,1,0,3.418295834054489,0,1,0,0,0.0,195882,5,0,2.090566037735849
+theworld.com+2023_08_14+0,0,0.184948,0.307571,1,0.1226228861042376,0.3075705813913325,0.18494769528709487,15,7,1,0,2.807354922057604,0,1,0,0,0.0,26194,1,0,2.0
+threejs.org+2023_08_14+0,0,0.177294,0.008656,1,0.16863819115198855,0.17729386523614798,0.008655674084159442,19,11,1,0,3.095795255000934,0,1,0,0,0.0,49553,0,0,0.9879154078549849
+threema.ch+2023_08_14+0,0,0.181178,0.00675,1,0.17442825979795604,0.18117833290603058,0.006750073108074538,18,10,1,0,2.9219280948873623,0,1,0,0,0.0,92047,1,0,0.6534653465346535
+thrivecart.com+2023_08_14+0,0,0.978398,0.014885,0,0.9635126076511842,0.9783975220365946,0.01488491438541041,22,14,1,0,3.378783493486176,0,1,0,0,0.0,165558,0,0,10.0
+thrivecausemetics.com+2023_08_14+0,0,0.18477,0.004759,1,0.18001094049339494,0.18476963025443083,0.004758689761035882,29,21,1,0,3.5585186130489057,0,1,0,0,0.0,1021402,6,0,5.294545454545455
+thrivemarket.com+2023_08_14+0,0,0.185423,0.000862,1,0.18456151405240825,0.18542321625603742,0.0008617022036291679,24,16,1,0,3.5,0,1,0,0,0.0,202413,0,0,4.631578947368421
+tielabs.com+2023_08_14+0,0,0.179592,0.014198,1,0.16539343682302687,0.17959169942897613,0.014198262605949252,19,11,1,0,3.459431618637298,0,1,0,0,0.0,83429,0,0,3.5
+tiktiksight.com+2023_08_14+0,0,0.557681,0.858884,1,0.30120332014114715,0.8588838600310021,0.557680539889855,23,15,1,0,3.1395722619867223,0,1,0,0,0.0,6845,1,0,10.0
+time.is+2023_08_14+0,0,0.183685,0.002225,1,0.18145981573188225,0.18368507327342098,0.002225257541538744,15,7,1,0,2.5216406363433186,0,1,0,0,0.0,114990,1,0,0.6129032258064516
+time.mk+2023_08_14+0,0,0.181903,0.006638,1,0.17526480738383104,0.1819032957872988,0.006638488403467767,15,7,1,0,2.5216406363433186,0,1,0,0,0.0,197596,1,0,0.48953488372093024
+timebucks.com+2023_08_14+0,0,0.197111,0.639902,0,0.44279141219902896,0.6399022547659895,0.19711084256696054,21,13,1,0,3.3927474104487847,0,1,0,0,0.0,27628,3,3,1.2142857142857142
+timesofmalta.com+2023_08_14+0,0,0.356086,0.004371,1,0.3517144941822307,0.35608551850565084,0.004371024323420141,24,16,1,0,3.327819531114783,0,1,0,0,0.0,707316,1,0,2.6958105646630237
+timesofsandiego.com+2023_08_14+0,0,0.191467,0.001344,1,0.19012276760747165,0.19146716066790614,0.0013443930604345028,27,19,1,0,3.576617644908665,0,1,0,0,0.0,242391,4,0,2.7743589743589743
+tineye.com+2023_08_14+0,0,0.245305,0.002489,1,0.24281515540844276,0.2453046226322413,0.002489467223798525,18,10,1,0,3.121928094887362,0,1,0,0,0.0,64888,2,0,0.5686274509803921
+tink.com+2023_08_14+0,0,0.183185,0.000981,1,0.18220362745606522,0.183185124945495,0.0009814974894297695,16,8,1,0,3.0,0,1,0,0,0.0,262767,0,0,0.35384615384615387
+tinyzonetv.se+2023_08_14+0,0,0.182345,0.166925,1,0.015419860038911076,0.18234451881874714,0.16692465877983606,21,13,1,0,3.0269868333592873,0,1,0,0,0.0,49098,1,0,1.8461538461538463
+tipz.io+2023_08_14+0,0,0.189055,0.88799,0,0.6989350803426296,0.8879902934393594,0.1890552130967298,15,7,1,0,2.5216406363433186,0,1,0,0,0.0,20083,1,0,1.8
+tiwar.ru+2023_08_14+0,0,0.196152,0.441289,1,0.2451376978187818,0.4412892506049757,0.1961515527861939,16,8,1,0,2.75,0,1,0,0,0.0,4668,0,0,1.5
+tmomanga.com+2023_08_14+0,0,0.178171,0.002013,1,0.17615771853240556,0.178171162941954,0.002013444409548453,20,12,1,0,2.8553885422075336,0,1,0,0,0.0,262790,2,0,1.3583815028901733
+tns-counter.ru+2023_08_14+0,0,0.85793,0.502337,1,0.35559360925097694,0.8579301144211278,0.5023365051701508,22,14,1,0,3.2359263506290326,0,1,0,0,0.0,3288,0,0,0.6666666666666666
+todesk.com+2023_08_14+2,0,0.179587,0.005994,1,0.17359261885363675,0.1795868831012668,0.005994264247630043,18,10,1,0,3.121928094887362,0,1,0,0,0.0,72406,0,0,1.9620253164556962
+tokubai.co.jp+2023_08_14+0,0,0.188099,0.001108,1,0.18699079622258297,0.18809859440036591,0.001107798177782949,21,13,2,1,3.3927474104487847,0,1,0,0,0.0,75306,5,0,0.549800796812749
+toloka.to+2023_08_14+0,0,0.181656,0.035067,1,0.14658984895458996,0.18165645096529826,0.035066602010708305,17,9,1,0,2.4193819456463714,0,1,0,0,0.0,20869,1,0,0.12244897959183673
+tome.app+2023_08_14+0,0,0.186463,0.004385,1,0.18207838475336063,0.18646312976711643,0.004384745013755792,16,8,1,0,2.75,0,1,0,0,0.0,254816,0,0,10.0
+tomica.ru+2023_08_14+0,0,0.179542,0.002633,1,0.17690821561934908,0.17954150467445218,0.002633289055103112,17,9,1,0,3.169925001442312,0,1,0,0,0.0,326058,2,0,5.149425287356322
+tongitsgo.com+2023_08_14+0,0,0.183956,0.011791,1,0.1721652448215992,0.18395576789365797,0.01179052307205878,21,13,1,0,3.0269868333592873,0,1,0,0,0.0,19150,0,0,1.7647058823529411
+tonkosti.ru+2023_08_14+0,0,0.178977,0.000435,1,0.17854149976659905,0.17897672480216997,0.00043522503557091256,19,11,1,0,3.0957952550009344,0,1,0,0,0.0,131230,2,0,0.47735191637630664
+toonkor282.com+2023_08_14+7,0,0.177579,0.005674,1,0.17190530404090812,0.1775791851009425,0.005673881060034391,22,14,1,0,3.2359263506290334,0,1,0,0,0.21428571428571427,8398915,3,1,0.0072162910241202055
+top1toto88.asia+2023_08_14+0,0,0.181928,0.026526,1,0.15540283038919256,0.18192835300375898,0.026525522614566432,19,11,1,0,2.2998963911678914,0,1,0,0,0.09090909090909091,94483,1,1,3.3684210526315788
+top500.org+2023_08_14+0,0,0.193831,0.003642,1,0.19018898742910936,0.1938309448686487,0.0036419574395393475,18,10,1,0,2.9219280948873623,0,1,0,0,0.3,124172,0,0,0.27488151658767773
+topfeelgame.com+2023_08_14+0,0,0.179874,0.004662,1,0.1752126959722874,0.17987439198521593,0.004661696012928552,23,15,1,0,3.323231428797621,0,1,0,0,0.0,53501,0,0,2.28125
+topforeignbrides.com+2023_08_14+0,0,0.178771,0.001501,1,0.1772706690515462,0.17877117051577185,0.0015005014642256332,28,20,1,0,3.7841837197791888,0,1,0,0,0.0,849536,2,0,2.893700787401575
+tophat.com+2023_08_14+0,0,0.198887,0.006093,1,0.1927938942443681,0.1988865016686423,0.0060926074242741894,18,10,1,0,2.9219280948873623,0,1,0,0,0.0,618294,3,9,10.0
+topultragame.com+2023_08_14+0,0,0.841944,0.083629,0,0.7583147348974035,0.8419438163588457,0.08362908146144223,24,16,1,0,3.5,0,1,0,0,0.0,77299,0,0,0.575
+torrentfreak.com+2023_08_14+0,0,0.201324,0.017845,1,0.1834789758595658,0.2013242906072359,0.01784531474767009,24,16,1,0,3.327819531114783,0,1,0,0,0.0,79665,1,0,3.3260869565217392
+torrentz2.nz+2023_08_14+0,0,0.845678,0.939607,1,0.09392925546957731,0.9396073666432208,0.8456781111736434,20,12,1,0,2.918295834054489,0,1,0,0,0.08333333333333333,4020,4,0,0.75
+total-blog.com+2023_08_14+0,0,0.19844,0.709873,0,0.5114328060578154,0.7098726446581561,0.19843983860034076,22,14,1,0,3.182005814760214,0,1,0,0,0.0,4872,0,0,0.3333333333333333
+totalplay.com.mx+2023_08_14+0,0,0.257348,0.001213,1,0.25613520000569434,0.2573479655459874,0.0012127655402930102,24,16,2,1,3.25,0,1,0,0,0.0,238256,0,0,0.2695417789757412
+totok.ai+2023_08_14+0,0,0.179593,0.017723,1,0.1618701527231208,0.17959296218765808,0.01772280946453728,16,8,1,0,2.5,0,1,0,0,0.0,44184,0,0,0.7837837837837838
+townwork.net+2023_08_14+0,0,0.178262,0.000247,1,0.17801420443005386,0.17826161813012198,0.000247413700068123,20,12,1,0,2.9182958340544896,0,1,0,0,0.0,38982,0,0,0.19463087248322147
+tr-ex.me+2023_08_14+0,0,0.1787,0.024141,1,0.154559222016992,0.1787003635478207,0.024141141530828712,16,8,1,0,2.75,0,1,0,0,0.0,257454,0,0,0.07523510971786834
+track24.ru+2023_08_14+0,0,0.178728,0.003078,1,0.17564996776928798,0.17872839529458395,0.003078427525295975,18,10,1,0,3.121928094887362,0,1,0,0,0.2,200630,1,0,1.3284671532846715
+tracxn.com+2023_08_14+0,0,0.180158,0.001725,1,0.17843316355173877,0.18015777553502965,0.001724611983290889,18,10,1,0,3.121928094887362,0,1,0,0,0.0,939638,0,0,9.755905511811024
+trade.gov+2023_08_14+0,0,0.182473,0.000925,1,0.1815477303796353,0.18247291805645527,0.0009251876768199566,17,9,1,0,3.169925001442312,0,1,0,0,0.0,283008,2,0,0.8432432432432433
+tradeit.gg+2023_08_14+0,0,0.18276,0.001773,1,0.18098696973019182,0.1827600960615281,0.001773126331336269,18,10,1,0,2.9219280948873623,0,1,0,0,0.0,714918,0,0,1.0104166666666667
+tradplusad.com+2023_08_14+0,0,0.181552,0.015383,1,0.16616875527265054,0.18155221028677526,0.015383455014124718,22,14,1,0,3.521640636343319,0,1,0,0,0.0,358669,0,0,0.8
+traffichaus.com+2023_08_14+0,0,0.179407,0.002568,1,0.17683960450023153,0.1794071817790881,0.00256757727885657,23,15,1,0,3.506890595608518,0,1,0,0,0.0,18454,1,1,0.6458333333333334
+trailhead.salesforce.com+2023_08_14+0,0,0.180122,0.031383,1,0.1487391586651794,0.18012241061029166,0.03138325194511228,21,13,1,0,3.5465935642949384,0,1,0,0,0.0,920319,0,9,10.0
+trainingpeaks.com+2023_08_14+0,0,0.18379,0.000992,1,0.18279785263347556,0.18378964561257183,0.0009917929790962642,25,17,1,0,3.734521664779752,0,1,0,0,0.0,476755,1,0,2.5654761904761907
+transequality.org+2023_08_14+0,0,0.181295,0.002305,1,0.17899025209937364,0.1812954176272804,0.002305165527906767,25,17,1,0,3.734521664779752,0,1,0,0,0.0,47052,1,0,0.4028776978417266
+transitapp.com+2023_08_14+0,0,0.179801,0.004077,1,0.17572344121901254,0.17980079631853052,0.004077355099517983,22,14,1,0,3.378783493486176,0,1,0,0,0.0,66441,1,0,1.0526315789473684
+transmissionbt.com+2023_08_14+0,0,0.202483,0.010361,1,0.19212174394936005,0.20248323553904324,0.010361491589683193,26,18,1,0,3.350209029099897,0,1,0,0,0.0,15191,0,0,0.38461538461538464
+traveltriangle.com+2023_08_14+0,0,0.17927,0.000946,1,0.17832412651580443,0.1792704016640323,0.0009462751482278726,26,18,1,0,3.614369445886757,0,1,0,0,0.0,783808,1,0,1.274390243902439
+treasury.gov.au+2023_08_14+0,0,0.180282,0.003146,1,0.17713557685186773,0.18028197270002544,0.003146395848157704,23,15,2,1,3.373557262275185,0,1,0,0,0.0,852254,1,0,10.0
+trengo.com+2023_08_14+0,0,0.182884,0.00949,1,0.1733945847167048,0.18288411335056498,0.009489528633860192,17,9,1,0,2.94770277922009,0,1,0,0,0.0,175431,1,0,2.3773584905660377
+tresorit.com+2023_08_14+0,0,0.181853,0.004237,1,0.17761643772461608,0.1818534821691733,0.004237044444557228,20,12,1,0,3.0849625007211556,0,1,0,0,0.0,354039,0,0,4.614583333333333
+tribecafilm.com+2023_08_14+0,0,0.199847,0.000661,1,0.1991854428687789,0.19984681945837235,0.0006613765895934554,23,15,1,0,3.5068905956085183,0,1,0,0,0.0,153971,2,0,1.5483870967741935
+tribune.com.pk+2023_08_14+0,0,0.179814,0.003864,1,0.1759504932261199,0.17981414877328605,0.003863655547166156,22,14,2,1,3.6644977792004623,0,1,0,0,0.0,169708,0,0,1.465034965034965
+trinitymedia.ai+2023_08_14+0,0,0.536847,0.015421,0,0.52142595746637,0.5368472336689043,0.015421276202534303,23,15,1,0,3.106890595608519,0,1,0,0,0.0,1057,0,0,1.0
+trinixy.ru+2023_08_14+0,0,0.186623,0.001639,1,0.1849838684006718,0.18662263688995384,0.0016387684892820538,18,10,1,0,2.9219280948873623,0,1,0,0,0.0,167705,3,0,1.1891891891891893
+tronscan.org+2023_08_14+0,0,0.179898,0.01124,1,0.16865843035090378,0.1798983500429283,0.011239919692024534,20,12,1,0,3.0849625007211556,0,1,0,0,0.0,939117,0,0,0.25327510917030566
+trustpool.ru+2023_08_14+0,0,0.180973,0.284577,1,0.1036040292658938,0.2845772874550197,0.1809732581891259,20,12,1,0,2.9182958340544896,0,1,0,0,0.0,45768,0,0,1.0
+truyengihotday.com+2023_08_14+1,0,0.180348,0.000802,1,0.17954590240992763,0.1803480856301487,0.0008021832202210643,26,18,1,0,3.8365916681089787,0,1,0,0,0.0,164545,1,0,0.1
+truyenhentai18.net+2023_08_14+0,0,0.181913,0.00161,1,0.18030250713466708,0.18191260741457715,0.0016101002799100682,26,18,1,0,3.377443751081734,0,1,0,0,0.1111111111111111,138361,1,0,1.3668122270742358
+truyenqqq.vn+2023_08_14+1,0,0.179319,0.001878,1,0.17744064762787995,0.17931885271293524,0.001878205085055278,20,12,1,0,3.0220552088742005,0,1,0,0,0.0,151444,0,0,1.509727626459144
+try.dailyburn.com+2023_08_14+0,0,0.180081,0.000603,1,0.17947712089786305,0.1800805697332858,0.0006034488354227245,21,13,1,0,3.7004397181410926,0,1,0,0,0.0,209992,0,0,3.21875
+ttblogs.com+2023_08_14+0,0,0.207784,0.159293,1,0.04849015254991579,0.2077836452009727,0.1592934926510569,19,11,1,0,3.0957952550009344,0,1,0,0,0.0,5804,0,0,0.041666666666666664
+ttc.kz+2023_08_14+0,0,0.185239,0.000665,1,0.1845736718841308,0.1852387368335109,0.0006650649493800847,14,6,1,0,2.2516291673878226,0,1,0,0,0.0,347091,2,0,0.4949664429530201
+tu.ac.th+2023_08_14+0,0,0.188271,0.008604,1,0.1796675421514356,0.18827127068452532,0.008603728533089727,16,8,2,1,2.5,0,1,0,0,0.0,69905,3,0,0.9438775510204082
+tubidy.watch+2023_08_14+3,0,0.576064,0.976878,1,0.40081445675381533,0.9768784767067901,0.5760640199529747,20,12,1,0,3.2516291673878226,0,1,0,0,0.0,39023,2,0,0.2571428571428571
+tulane.edu+2023_08_14+0,0,0.181005,0.001552,1,0.17945233235282843,0.18100469508832773,0.0015523627354993139,18,10,1,0,2.9219280948873623,0,1,0,0,0.0,169753,1,0,0.9411764705882353
+turk.net+2023_08_14+0,0,0.179652,0.001572,1,0.17808016840324595,0.1796522380221306,0.0015720696188846542,16,8,1,0,2.75,0,1,0,0,0.0,880493,0,0,2.3266666666666667
+tv.nova.cz+2023_08_14+0,0,0.179082,0.000575,1,0.17850684161478947,0.17908172110451948,0.0005748794897300156,15,7,1,0,2.807354922057604,0,1,0,0,0.0,407296,1,0,2.2756410256410255
+tv360.vn+2023_08_14+0,0,0.186732,0.000971,1,0.18576101564777533,0.18673213602718552,0.0009711203794101961,16,8,1,0,2.75,0,1,0,0,0.375,637724,0,0,4.489130434782608
+tvb.com+2023_08_14+0,0,0.179793,0.008655,1,0.17113829858589205,0.17979280833710543,0.008654509751213374,15,7,1,0,2.807354922057604,0,1,0,0,0.0,428083,0,0,2.160377358490566
+tvbs.com.tw+2023_08_14+0,0,0.179996,0.00942,1,0.17057630291919562,0.17999621185159476,0.009419908932399143,19,11,2,1,3.0957952550009344,0,1,0,0,0.0,123817,1,0,2.1011673151750974
+tvid.in+2023_08_14+0,0,0.289613,0.727944,0,0.4383304965458129,0.7279437024324382,0.2896132058866253,15,7,1,0,2.5216406363433186,0,1,0,0,0.0,11622,0,0,10.0
+tvn.pl+2023_08_14+0,0,0.179502,0.008759,1,0.17074292235484978,0.1795016025420364,0.008758680187186625,14,6,1,0,2.584962500721156,0,1,0,0,0.0,953980,0,0,5.916666666666667
+tvtogel899.com+2023_08_14+0,0,0.185613,0.16304,1,0.022572483960511924,0.18561298223250766,0.16304049827199574,22,14,1,0,3.378783493486176,0,1,0,0,0.21428571428571427,155236,1,1,1.9855072463768115
+tweakers.net+2023_08_14+0,0,0.179037,0.001482,1,0.1775552652722701,0.1790368800027835,0.0014816147305133887,20,12,1,0,3.0220552088742,0,1,0,0,0.0,244423,1,0,1.3333333333333333
+twentytwowords.com+2023_08_14+0,0,0.179554,0.006507,1,0.17304688846029165,0.17955354468745943,0.006506656227167776,26,18,1,0,3.377443751081734,0,1,0,0,0.0,232935,3,0,2.8823529411764706
+twstalker.com+2023_08_14+0,0,0.178633,0.021991,1,0.15664220452418623,0.17863324647940426,0.02199104195521804,21,13,1,0,3.5465935642949384,0,1,0,0,0.0,106607,1,0,1.1538461538461537
+typingerz.com+2023_08_14+0,0,0.182135,0.180949,1,0.0011858414092429659,0.1821345537805943,0.18094871237135132,21,13,1,0,3.7004397181410926,0,1,0,0,0.0,79676,3,2,2.1492537313432836
+ualr.edu+2023_08_14+0,0,0.180381,0.000588,1,0.17979345757836462,0.1803810764374032,0.0005876188590385842,16,8,1,0,2.75,0,1,0,0,0.0,139079,1,0,0.9224806201550387
+uar.net+2023_08_14+0,0,0.179084,0.010749,1,0.16833472374830744,0.1790835198566194,0.010748796108311986,15,7,1,0,2.807354922057604,0,1,0,0,0.0,67683,0,0,1.4230769230769231
+ub.ac.id+2023_08_14+0,0,0.178143,0.002145,1,0.17599799941974767,0.17814335669305303,0.002145357273305355,16,8,2,1,2.75,0,1,0,0,0.0,98947,1,0,1.382882882882883
+uber.onelogin.com+2023_08_14+0,0,0.795161,0.987999,1,0.1928375851954368,0.987999061266298,0.7951614760708612,24,16,1,0,3.625,0,1,0,0,0.0,124538,1,0,10.0
+uca.edu+2023_08_14+0,0,0.178626,0.001124,1,0.1775015953256848,0.17862551563833828,0.001123920312653475,15,7,1,0,2.5216406363433186,0,1,0,0,0.0,155578,1,0,1.6991150442477876
+ucdenver.edu+2023_08_14+0,0,0.179086,0.008661,1,0.17042474750676606,0.17908602800782236,0.008661280501056296,20,12,1,0,2.8553885422075336,0,1,0,0,0.0,639775,0,0,10.0
+uch.edu.tw+2023_08_14+0,0,0.991015,0.994427,1,0.003412148043390406,0.9944274863607702,0.9910153383173798,18,10,2,1,2.9219280948873623,0,1,0,0,0.0,3621,1,1,0.0
+uclouvain.be+2023_08_14+0,0,0.196201,0.010237,1,0.1859643947493123,0.196201356727304,0.010236961977991689,20,12,1,0,3.418295834054489,0,1,0,0,0.0,80222,1,0,1.57
+ucm.es+2023_08_14+0,0,0.180309,0.000915,1,0.1793941804344083,0.18030901336596628,0.0009148329315579708,14,6,1,0,2.584962500721156,0,1,0,0,0.0,105116,1,0,0.7870370370370371
+ucsd.edu+2023_08_14+0,0,0.179803,0.001766,1,0.17803663959817861,0.17980251279129478,0.0017658731931161685,16,8,1,0,2.5,0,1,0,0,0.0,59836,2,0,1.1497005988023952
+udea.edu.co+2023_08_14+0,0,0.301732,0.005686,1,0.29604609356349265,0.30173209787865773,0.005686004315165069,19,11,2,1,2.7321588913645702,0,1,0,0,0.0,131636,1,0,0.26282051282051283
+ufba.br+2023_08_14+0,0,0.180165,0.004027,1,0.17613844443278776,0.18016536607732836,0.004026921644540593,15,7,1,0,2.5216406363433186,0,1,0,0,0.0,165097,1,0,1.1793103448275861
+ufpi.br+2023_08_14+0,0,0.181832,0.002789,1,0.17904276469709585,0.18183150052367347,0.00278873582657762,15,7,1,0,2.807354922057604,0,1,0,0,0.0,204918,1,0,0.9288702928870293
+ufrj.br+2023_08_14+0,0,0.179669,0.001493,1,0.1781763888762954,0.17966915575676468,0.0014927668804692784,15,7,1,0,2.5216406363433186,0,1,0,0,0.0,264258,1,0,1.6528301886792454
+ufsc.br+2023_08_14+0,0,0.180171,0.005428,1,0.17474285078244006,0.18017108144931182,0.005428230666871771,15,7,1,0,2.807354922057604,0,1,0,0,0.0,83558,1,0,1.718232044198895
+ugsk.ru+2023_08_14+0,0,0.202582,0.990891,0,0.7883082177298392,0.9908907042085776,0.20258248647873844,15,7,1,0,2.5216406363433186,0,1,0,0,0.0,34603,1,0,0.0
