mode,sid,round,label_llm,gt,correct,weight
t1_only,4090,17,0,0,1,0.99
t1_only,2500,17,0,0,1,0.98
t1_only,3890,17,0,0,1,0.99
t1_only,4247,17,0,0,1,0.99
t1_only,4599,17,0,0,1,0.99
t1_only,2708,17,0,0,1,0.99
t1_only,4559,17,0,0,1,0.99
t1_only,2591,17,0,0,1,0.99
t1_only,2562,17,0,0,1,0.99
t1_only,685,17,1,1,1,0.92
t1_only,2793,17,0,0,1,0.99
t1_only,60,17,0,1,0,0.95
t1_only,4025,17,0,0,1,0.98
t1_only,2941,17,0,0,1,0.99
t1_only,1878,17,1,1,1,0.85
t1_only,3267,17,0,0,1,0.99
t1_only,3888,17,0,0,1,0.98
t1_only,962,18,1,1,1,0.99
t1_only,971,18,0,1,0,0.85
t1_only,3655,18,0,0,1,0.95
t1_only,323,18,0,1,0,0.95
t1_only,631,18,0,1,0,0.85
t1_only,414,18,1,1,1,0.92
t1_only,1111,18,1,1,1,0.97
t1_only,1951,18,1,1,1,0.88
t1_only,137,18,1,1,1,0.95
t1_only,1277,18,1,1,1,0.92
t1_only,696,18,0,1,0,0.95
t1_only,2299,18,0,1,0,0.98
t1_only,2370,18,1,1,1,0.92
t1_only,464,18,1,1,1,0.92
t1_only,4484,18,0,0,1,0.95
t1_only,297,18,1,1,1,0.85
t1_only,796,18,1,1,1,0.92
t1_only,155,18,1,1,1,0.92
t1_only,1532,18,1,1,1,0.92
t1_only,611,18,1,1,1,0.85
t1_only,4645,18,0,0,1,0.99
t1_only,1203,18,1,1,1,0.85
t1_only,4724,18,0,0,1,0.99
t1_only,4039,18,0,0,1,0.99
t1_only,1321,18,1,1,1,0.85
t1_only,2170,18,0,1,0,0.85
t1_only,2989,18,0,0,1,0.99
t1_only,3640,18,0,0,1,0.99
t1_only,4733,18,0,0,1,0.99
t1_only,3744,18,0,0,1,0.99
t1_only,4809,18,0,0,1,0.99
t1_only,738,18,0,1,0,0.99
t1_only,540,18,1,1,1,0.85
t1_only,3300,18,0,0,1,0.99
t1_only,849,18,1,1,1,0.85
t1_only,476,18,1,1,1,0.95
t1_only,2765,18,0,0,1,0.95
t1_only,3642,18,0,0,1,0.99
t1_only,4278,18,0,0,1,0.99
t1_only,4749,18,0,0,1,0.99
t1_only,4652,18,0,0,1,0.99
t1_only,4076,18,0,0,1,0.95
t1_only,2996,18,0,0,1,0.98
t1_only,1858,18,0,1,0,0.95
t1_only,4969,18,0,0,1,0.95
t1_only,1778,18,0,1,0,0.95
t1_only,2172,18,1,1,1,0.85
t1_only,3636,18,0,0,1,0.99
t1_only,3925,18,0,0,1,0.99
t1_only,1830,18,0,1,0,0.92
t1_only,558,19,1,1,1,0.95
t1_only,786,19,1,1,1,0.92
t1_only,455,19,1,1,1,0.92
t1_only,733,19,1,1,1,0.92
t1_only,1702,19,0,1,0,0.95
t1_only,607,19,1,1,1,0.92
t1_only,96,19,1,1,1,0.85
t1_only,468,19,1,1,1,0.95
t1_only,1775,19,1,1,1,0.92
t1_only,1029,19,0,1,0,0.98
t1_only,2013,19,1,1,1,0.99
t1_only,259,19,1,1,1,0.85
t1_only,613,19,1,1,1,0.92
t1_only,1066,19,1,1,1,0.95
t1_only,1096,19,1,1,1,0.95
t1_only,1514,19,1,1,1,0.98
t1_only,56,19,1,1,1,0.92
t1_only,979,19,1,1,1,0.95
t1_only,1921,19,0,1,0,0.95
t1_only,398,19,1,1,1,0.98
t1_only,454,19,1,1,1,0.92
t1_only,78,19,1,1,1,0.92
t1_only,1006,19,1,1,1,0.92
t1_only,1731,19,1,1,1,0.85
t1_only,1428,19,0,1,0,0.85
t1_only,949,19,1,1,1,0.85
t1_only,1476,19,1,1,1,0.85
t1_only,496,19,1,1,1,0.85
t1_only,22,19,1,1,1,0.92
t1_only,728,19,0,1,0,0.95
t1_only,2066,19,1,1,1,0.92
t1_only,1680,19,0,1,0,0.98
t1_only,1616,19,1,1,1,0.92
t1_only,2270,19,0,1,0,0.92
t1_only,72,19,0,1,0,0.95
t1_only,235,19,1,1,1,0.85
t1_only,441,19,1,1,1,0.85
t1_only,1957,19,1,1,1,0.85
t1_only,2048,19,0,1,0,0.95
t1_only,239,19,1,1,1,0.92
t1_only,683,19,0,1,0,0.85
t1_only,1412,19,0,1,0,0.95
t1_only,1280,19,1,1,1,0.92
t1_only,2242,19,0,1,0,0.95
t1_only,1016,19,0,1,0,0.95
t1_only,490,19,0,1,0,0.95
t1_only,93,19,1,1,1,0.85
t1_only,968,19,1,1,1,0.85
t1_only,4371,19,0,0,1,0.99
t1_only,1460,19,0,1,0,0.95
t1_only,767,20,1,1,1,0.95
t1_only,2490,20,1,1,1,0.92
t1_only,483,20,1,1,1,0.92
t1_only,2327,20,1,1,1,0.95
t1_only,2246,20,1,1,1,0.92
t1_only,2473,20,1,1,1,0.92
t1_only,2206,20,1,1,1,0.95
t1_only,699,20,1,1,1,0.95
t1_only,2304,20,0,1,0,0.95
t1_only,2424,20,1,1,1,0.92
t1_only,164,20,1,1,1,0.92
t1_only,2848,20,0,0,1,0.95
t1_only,2088,20,0,1,0,0.95
t1_only,221,20,1,1,1,0.95
t1_only,1834,20,1,1,1,0.95
t1_only,2411,20,1,1,1,0.92
t1_only,4134,20,0,0,1,0.95
t1_only,829,20,0,1,0,0.85
t1_only,1194,20,1,1,1,0.95
t1_only,2109,20,1,1,1,0.92
t1_only,2365,20,1,1,1,0.85
t1_only,4546,20,0,0,1,0.98
t1_only,1436,20,1,1,1,0.92
t1_only,2487,20,1,1,1,0.95
t1_only,2427,20,1,1,1,0.92
t1_only,1627,20,1,1,1,0.95
t1_only,4224,20,0,0,1,0.99
t1_only,1095,20,1,1,1,0.95
t1_only,2744,20,0,0,1,0.99
t1_only,986,20,1,1,1,0.95
t1_only,3386,20,0,0,1,0.99
t1_only,2640,20,0,0,1,0.95
t1_only,3856,20,0,0,1,0.99
t1_only,1027,20,1,1,1,0.92
t1_only,2946,20,0,0,1,0.99
t1_only,1794,20,1,1,1,0.92
t1_only,4358,20,0,0,1,0.99
t1_only,765,20,1,1,1,0.85
t1_only,549,20,1,1,1,0.92
t1_only,4966,20,0,0,1,0.95
t1_only,4819,20,0,0,1,0.99
t1_only,191,20,0,1,0,0.95
t1_only,1236,20,0,1,0,0.95
t1_only,1061,20,0,1,0,0.85
t1_only,4835,20,0,0,1,0.99
t1_only,1349,20,1,1,1,0.85
t1_only,495,20,0,1,0,0.95
t1_only,2414,20,1,1,1,0.95
t1_only,2275,20,1,1,1,0.85
t1_only,2314,20,1,1,1,0.95
t1_only,1188,21,0,1,0,0.85
t1_only,771,21,0,1,0,0.85
t1_only,71,21,1,1,1,0.95
t1_only,1946,21,0,1,0,0.85
t1_only,1329,21,1,1,1,0.95
t1_only,661,21,0,1,0,0.85
t1_only,300,21,0,1,0,0.85
t1_only,2,21,1,1,1,0.92
t1_only,1250,21,1,1,1,0.999
t1_only,1307,21,1,1,1,0.92
t1_only,4429,21,0,0,1,0.99
t1_only,19,21,1,1,1,0.95
t1_only,17,21,0,1,0,0.95
t1_only,4728,21,0,0,1,0.99
t1_only,94,21,1,1,1,0.95
t1_only,195,21,1,1,1,0.95
t1_only,4896,21,0,0,1,0.99
t1_only,4596,21,0,0,1,0.99
t1_only,3076,21,0,0,1,0.95
t1_only,1124,21,1,1,1,0.95
t1_only,4418,21,0,0,1,0.98
t1_only,2051,21,1,1,1,0.92
t1_only,3277,21,0,0,1,0.99
t1_only,1803,21,0,1,0,0.95
t1_only,3563,21,0,0,1,0.99
t1_only,1309,21,1,1,1,0.85
t1_only,1861,21,1,1,1,0.95
t1_only,2386,21,1,1,1,0.98
t1_only,1576,21,1,1,1,0.92
t1_only,3863,21,0,0,1,0.98
t1_only,1438,21,1,1,1,0.85
t1_only,1927,21,1,1,1,0.85
t1_only,406,21,1,1,1,0.95
t1_only,1888,21,1,1,1,0.92
t1_only,522,21,1,1,1,0.97
t1_only,1086,21,0,1,0,0.95
t1_only,635,21,1,1,1,0.92
t1_only,4026,21,0,0,1,0.98
t1_only,4391,21,0,0,1,0.98
t1_only,3806,21,0,0,1,0.98
t1_only,2377,21,0,1,0,0.99
t1_only,3428,21,0,0,1,0.95
t1_only,1873,21,0,1,0,0.85
t1_only,2596,21,0,0,1,0.95
t1_only,924,21,0,1,0,0.95
t1_only,2650,21,0,0,1,0.99
t1_only,1876,21,0,1,0,0.95
t1_only,3778,21,0,0,1,0.98
t1_only,984,21,0,1,0,0.95
t1_only,3791,21,0,0,1,0.98
t1_only,894,22,1,1,1,0.94
t1_only,2227,22,1,1,1,0.95
t1_only,429,22,1,1,1,0.85
t1_only,2315,22,0,1,0,0.85
t1_only,257,22,1,1,1,0.97
t1_only,2249,22,1,1,1,0.95
t1_only,2276,22,1,1,1,0.95
t1_only,581,22,0,1,0,0.95
t1_only,2137,22,0,1,0,0.95
t1_only,833,22,1,1,1,0.95
t1_only,1972,22,1,1,1,0.85
t1_only,1534,22,1,1,1,0.97
t1_only,6,22,1,1,1,0.92
t1_only,2356,22,0,1,0,0.85
t1_only,1204,22,0,1,0,0.95
t1_only,1283,22,0,1,0,0.95
t1_only,30,22,0,1,0,0.95
t1_only,2295,22,1,1,1,0.85
t1_only,1757,22,1,1,1,0.92
t1_only,1750,22,0,1,0,0.85
t1_only,892,22,1,1,1,0.85
t1_only,102,22,1,1,1,0.98
t1_only,36,22,1,1,1,0.95
t1_only,372,22,1,1,1,0.92
t1_only,758,22,0,1,0,0.95
t1_only,200,22,1,1,1,0.85
t1_only,326,22,1,1,1,0.92
t1_only,1867,22,0,1,0,0.95
t1_only,494,22,1,1,1,0.85
t1_only,922,22,0,1,0,0.95
t1_only,939,22,1,1,1,0.98
t1_only,45,22,0,1,0,0.95
t1_only,1606,22,0,1,0,0.95
t1_only,4713,22,0,0,1,0.99
t1_only,18,22,1,1,1,0.92
t1_only,3507,22,0,0,1,0.99
t1_only,1999,22,0,1,0,0.95
t1_only,1610,22,1,1,1,0.85
t1_only,616,22,0,1,0,0.95
t1_only,3531,22,0,0,1,0.98
t1_only,1725,22,1,1,1,0.85
t1_only,1468,22,0,1,0,0.95
t1_only,735,22,0,1,0,0.95
t1_only,331,22,0,1,0,0.95
t1_only,3385,22,0,0,1,0.95
t1_only,2426,22,0,1,0,0.85
t1_only,3760,22,0,0,1,0.99
t1_only,2763,22,0,0,1,0.95
t1_only,1044,22,1,1,1,0.92
t1_only,2136,22,0,1,0,0.85
t1_only,1630,23,0,1,0,0.95
t1_only,777,23,0,1,0,0.95
t1_only,1574,23,0,1,0,0.95
t1_only,594,23,1,1,1,0.85
t1_only,1480,23,0,1,0,0.95
t1_only,2485,23,1,1,1,0.85
t1_only,2037,23,0,1,0,0.92
t1_only,232,23,0,1,0,0.95
t1_only,2353,23,0,1,0,0.95
t1_only,1015,23,1,1,1,0.92
t1_only,1960,23,0,1,0,0.92
t1_only,874,23,0,1,0,0.85
t1_only,2379,23,0,1,0,0.95
t1_only,1954,23,1,1,1,0.85
t1_only,705,23,0,1,0,0.95
t1_only,729,23,0,1,0,0.95
t1_only,709,23,0,1,0,0.95
t1_only,1361,23,1,1,1,0.92
t1_only,1211,23,0,1,0,0.95
t1_only,722,23,1,1,1,0.85
t1_only,1863,23,1,1,1,0.92
t1_only,1197,23,0,1,0,0.95
t1_only,1346,23,1,1,1,0.85
t1_only,789,23,1,1,1,0.85
t1_only,153,23,1,1,1,0.85
t1_only,1953,23,0,1,0,0.95
t1_only,491,23,1,1,1,0.75
t1_only,1543,23,0,1,0,0.95
t1_only,2054,23,1,1,1,0.85
t1_only,2143,23,0,1,0,0.95
t1_only,344,23,1,1,1,0.94
t1_only,1624,23,1,1,1,0.92
t1_only,841,23,0,1,0,0.95
t1_only,1679,23,0,1,0,0.95
t1_only,1069,23,1,1,1,0.92
t1_only,1147,23,1,1,1,0.92
t1_only,1121,23,0,1,0,0.95
t1_only,1013,23,1,1,1,0.85
t1_only,1220,23,1,1,1,0.85
t1_only,1040,23,0,1,0,0.95
t1_only,1071,23,0,1,0,0.95
t1_only,3,23,1,1,1,0.92
t1_only,1505,23,0,1,0,0.85
t1_only,620,23,1,1,1,0.85
t1_only,1883,23,1,1,1,0.85
t1_only,1847,23,1,1,1,0.85
t1_only,749,23,1,1,1,0.92
t1_only,1491,23,1,1,1,0.92
t1_only,1447,23,0,1,0,0.85
t1_only,1411,23,0,1,0,0.95
t1_only,492,24,1,1,1,0.92
t1_only,514,24,1,1,1,0.95
t1_only,1760,24,0,1,0,0.95
t1_only,472,24,1,1,1,0.85
t1_only,1902,24,0,1,0,0.95
t1_only,80,24,1,1,1,0.92
t1_only,1846,24,1,1,1,0.85
t1_only,2294,24,0,1,0,0.95
t1_only,1645,24,1,1,1,0.92
t1_only,602,24,1,1,1,0.95
t1_only,1398,24,1,1,1,0.78
t1_only,2103,24,0,1,0,0.99
t1_only,842,24,1,1,1,0.85
t1_only,2277,24,1,1,1,0.85
t1_only,216,24,1,1,1,0.85
t1_only,1762,24,0,1,0,0.92
t1_only,178,24,0,1,0,0.95
t1_only,980,24,1,1,1,0.95
t1_only,914,24,1,1,1,0.85
t1_only,1021,24,1,1,1,0.92
t1_only,2321,24,1,1,1,0.94
t1_only,244,24,1,1,1,0.95
t1_only,134,24,1,1,1,0.95
t1_only,498,24,0,1,0,0.95
t1_only,2328,24,1,1,1,0.92
t1_only,822,24,1,1,1,0.85
t1_only,782,24,1,1,1,0.85
t1_only,652,24,1,1,1,0.85
t1_only,976,24,0,1,0,0.92
t1_only,2110,24,1,1,1,0.97
t1_only,688,24,1,1,1,0.92
t1_only,67,24,1,1,1,0.85
t1_only,2153,24,1,1,1,0.92
t1_only,1179,24,1,1,1,0.85
t1_only,2132,24,1,1,1,0.85
t1_only,2348,24,1,1,1,0.92
t1_only,84,24,0,1,0,0.95
t1_only,2483,24,0,1,0,0.95
t1_only,2092,24,1,1,1,0.78
t1_only,1320,24,0,1,0,0.99
t1_only,1829,24,1,1,1,0.85
t1_only,25,24,0,1,0,0.95
t1_only,1934,24,1,1,1,0.82
t1_only,1970,24,1,1,1,0.85
t1_only,117,24,1,1,1,0.92
t1_only,292,24,1,1,1,0.92
t1_only,2376,24,1,1,1,0.93
t1_only,457,24,1,1,1,0.88
t1_only,964,24,0,1,0,0.85
t1_only,1698,24,0,1,0,0.95
t1_only,1743,25,0,1,0,0.95
t1_only,1671,25,0,1,0,0.95
t1_only,582,25,0,1,0,0.95
t1_only,1485,25,1,1,1,0.95
t1_only,459,25,1,1,1,0.92
t1_only,4935,25,0,0,1,0.95
t1_only,2464,25,0,1,0,0.95
t1_only,1513,25,1,1,1,0.94
t1_only,1345,25,1,1,1,0.92
t1_only,171,25,1,1,1,0.92
t1_only,1851,25,1,1,1,0.92
t1_only,1168,25,1,1,1,0.92
t1_only,1342,25,0,1,0,0.95
t1_only,2183,25,1,1,1,0.92
t1_only,2131,25,1,1,1,0.92
t1_only,648,25,1,1,1,0.85
t1_only,1747,25,1,1,1,0.95
t1_only,1649,25,0,1,0,0.95
t1_only,1734,25,0,1,0,0.95
t1_only,764,25,1,1,1,0.92
t1_only,393,25,0,1,0,0.95
t1_only,1973,25,0,1,0,0.95
t1_only,529,25,1,1,1,0.92
t1_only,1265,25,1,1,1,0.92
t1_only,1721,25,1,1,1,0.92
t1_only,1890,25,0,1,0,0.95
t1_only,1473,25,1,1,1,0.94
t1_only,317,25,0,1,0,0.95
t1_only,1407,25,0,1,0,0.95
t1_only,2078,25,1,1,1,0.85
t1_only,2418,25,1,1,1,0.92
t1_only,3598,25,0,0,1,0.98
t1_only,1969,25,1,1,1,0.85
t1_only,2063,25,1,1,1,0.92
t1_only,3350,25,0,0,1,0.85
t1_only,186,25,0,1,0,0.95
t1_only,4514,25,0,0,1,0.95
t1_only,1533,25,0,1,0,0.95
t1_only,1566,25,1,1,1,0.95
t1_only,1904,25,0,1,0,0.98
t1_only,1602,25,0,1,0,0.85
t1_only,3573,25,0,0,1,0.99
t1_only,3114,25,0,0,1,0.98
t1_only,832,25,1,1,1,0.95
t1_only,1463,25,0,1,0,0.95
t1_only,1712,25,1,1,1,0.95
t1_only,839,25,1,1,1,0.85
t1_only,251,25,1,1,1,0.95
t1_only,1134,25,0,1,0,0.85
t1_only,907,25,0,1,0,0.98
t2_only,4924,1,0,0,1,0.3438
t2_only,2843,1,0,0,1,0.3333
t2_only,4011,1,0,0,1,0.2969
t2_only,3044,1,0,0,1,0.2667
t2_only,3082,1,0,0,1,0.2857
t2_only,4389,1,0,0,1,0.3571
t2_only,3126,1,0,0,1,0.25
t2_only,4712,1,0,0,1,0.3333
t2_only,4107,1,0,0,1,0.25
t2_only,2957,1,0,0,1,0.7308
t2_only,2733,1,0,0,1,0.3214
t2_only,4592,1,0,0,1,0.7333
t2_only,3815,1,0,0,1,0.8
t2_only,2974,1,0,0,1,0.3333
t2_only,3372,1,0,0,1,0.2955
t2_only,4904,1,0,0,1,0.375
t2_only,4547,1,0,0,1,0.2857
t2_only,4873,1,0,0,1,0.25
t2_only,2595,1,0,0,1,0.3056
t2_only,3395,1,0,0,1,0.2857
t2_only,3281,1,0,0,1,0.325
t2_only,4381,1,0,0,1,0.25
t2_only,575,1,1,1,1,0.375
t2_only,4160,1,0,0,1,0.2917
t2_only,2815,1,0,0,1,0.1786
t2_only,4446,1,0,0,1,0.3214
t2_only,4967,1,0,0,1,0.3333
t2_only,2710,1,0,0,1,0.3438
t2_only,4031,1,0,0,1,0.3281
t2_only,4337,1,0,0,1,0.325
t2_only,3706,1,0,0,1,0.7333
t2_only,3208,1,0,0,1,0.325
t2_only,3336,1,0,0,1,0.225
t2_only,4318,1,0,0,1,0.3333
t2_only,4141,1,0,0,1,0.75
t2_only,4306,1,0,0,1,0.7333
t2_only,2585,1,0,0,1,0.3077
t2_only,2792,1,0,0,1,0.2333
t2_only,3024,1,0,0,1,0.25
t2_only,3113,1,0,0,1,0.3077
t2_only,3939,1,0,0,1,0.3333
t2_only,3080,1,0,0,1,0.7857
t2_only,3828,1,0,0,1,0.1875
t2_only,3540,1,0,0,1,0.3409
t2_only,3577,1,0,0,1,0.3088
t2_only,2886,1,0,0,1,0.35
t2_only,3154,1,0,0,1,0.3214
t2_only,3821,1,0,0,1,0.3125
t2_only,2694,1,0,0,1,0.3333
t2_only,4884,1,0,0,1,0.2917
t2_only,2646,2,0,0,1,0.3088
t2_only,4676,2,0,0,1,0.3
t2_only,2796,2,0,0,1,0.3542
t2_only,3401,2,0,0,1,0.7143
t2_only,3151,2,0,0,1,0.3214
t2_only,4229,2,0,0,1,0.2778
t2_only,4883,2,0,0,1,0.6923
t2_only,4989,2,0,0,1,0.3571
t2_only,3429,2,0,0,1,0.2692
t2_only,568,2,0,1,0,0.3571
t2_only,1520,2,0,1,0,0.3409
t2_only,1430,2,0,1,0,0.3214
t2_only,2932,2,0,0,1,0.3182
t2_only,2665,2,0,0,1,0.3194
t2_only,4807,2,0,0,1,0.8333
t2_only,4083,2,0,0,1,0.25
t2_only,4219,2,0,0,1,0.35
t2_only,2742,2,0,0,1,0.3125
t2_only,3093,2,0,0,1,0.3214
t2_only,3480,2,0,0,1,0.3214
t2_only,4942,2,0,0,1,0.3333
t2_only,1254,2,0,1,0,0.2679
t2_only,1038,2,1,1,1,0.4167
t2_only,1694,2,1,1,1,0.5
t2_only,4589,2,0,0,1,0.8333
t2_only,2872,2,0,0,1,0.3333
t2_only,3509,2,0,0,1,0.325
t2_only,2780,2,0,0,1,0.3088
t2_only,3686,2,0,0,1,0.75
t2_only,4416,2,0,0,1,0.3214
t2_only,2627,2,0,0,1,0.2667
t2_only,4133,2,0,0,1,0.3438
t2_only,2758,2,0,0,1,0.3
t2_only,2557,2,0,0,1,0.375
t2_only,4881,2,0,0,1,0.75
t2_only,3750,2,0,0,1,0.3333
t2_only,4697,2,0,0,1,0.3056
t2_only,3537,2,0,0,1,0.325
t2_only,2955,2,0,0,1,0.3571
t2_only,4928,2,0,0,1,0.2857
t2_only,3220,2,0,0,1,0.8333
t2_only,3814,2,0,0,1,0.7333
t2_only,4122,2,0,0,1,0.325
t2_only,4716,2,0,0,1,0.7143
t2_only,4251,2,0,0,1,0.3438
t2_only,3364,2,0,0,1,0.2667
t2_only,3525,2,0,0,1,0.8
t2_only,4065,2,0,0,1,0.325
t2_only,3773,2,0,0,1,0.2812
t2_only,4920,2,0,0,1,0.3333
t2_only,4759,3,0,0,1,0.3214
t2_only,4502,3,0,0,1,0.3333
t2_only,3245,3,0,0,1,0.6667
t2_only,2660,3,0,0,1,0.3269
t2_only,4587,3,0,0,1,0.2292
t2_only,4506,3,0,0,1,0.325
t2_only,2933,3,0,0,1,0.3333
t2_only,2666,3,0,0,1,0.3214
t2_only,4508,3,0,0,1,0.3
t2_only,3854,3,0,0,1,0.3333
t2_only,4097,3,0,0,1,0.3
t2_only,3197,3,0,0,1,0.3214
t2_only,2635,3,0,0,1,0.3333
t2_only,2816,3,0,0,1,0.7857
t2_only,3651,3,0,0,1,0.3214
t2_only,3982,3,0,0,1,0.7333
t2_only,2604,3,0,0,1,0.3333
t2_only,4764,3,0,0,1,0.2344
t2_only,2883,3,0,0,1,0.2692
t2_only,4528,3,0,0,1,0.2692
t2_only,2896,3,0,0,1,0.3333
t2_only,3481,3,0,0,1,0.3333
t2_only,2547,3,0,0,1,0.3571
t2_only,4564,3,0,0,1,0.3
t2_only,4457,3,0,0,1,0.3542
t2_only,4865,3,0,0,1,0.3125
t2_only,4527,3,0,0,1,0.2692
t2_only,4290,3,0,0,1,0.3077
t2_only,3466,3,0,0,1,0.3214
t2_only,2991,3,0,0,1,0.3125
t2_only,3873,3,0,0,1,0.3333
t2_only,3761,3,0,0,1,0.3214
t2_only,2760,3,0,0,1,0.7188
t2_only,4315,3,0,0,1,0.2188
t2_only,2586,3,0,0,1,0.6923
t2_only,4677,3,0,0,1,0.35
t2_only,3053,3,0,0,1,0.3182
t2_only,3796,3,0,0,1,0.3438
t2_only,4814,3,0,0,1,0.7308
t2_only,3247,3,0,0,1,0.7857
t2_only,4955,3,0,0,1,0.2857
t2_only,4084,3,0,0,1,0.275
t2_only,4171,3,0,0,1,0.3269
t2_only,3254,3,0,0,1,0.325
t2_only,477,3,0,1,0,0.6579
t2_only,4327,3,0,0,1,0.3
t2_only,3143,3,0,0,1,0.7333
t2_only,3954,3,0,0,1,0.6923
t2_only,2881,3,0,0,1,0.3182
t2_only,4768,4,0,0,1,0.25
t2_only,4282,4,0,0,1,0.3333
t2_only,4499,4,0,0,1,0.3438
t2_only,2431,4,1,1,1,0.6111
t2_only,2976,4,0,0,1,0.3
t2_only,4406,4,0,0,1,0.2308
t2_only,4383,4,0,0,1,0.3214
t2_only,4778,4,0,0,1,0.25
t2_only,3733,4,0,0,1,0.25
t2_only,4174,4,0,0,1,0.25
t2_only,2740,4,0,0,1,0.1875
t2_only,4897,4,0,0,1,0.2656
t2_only,2762,4,0,0,1,0.3214
t2_only,3928,4,0,0,1,0.3056
t2_only,4783,4,0,0,1,0.3333
t2_only,3783,4,0,0,1,0.2955
t2_only,3966,4,0,0,1,0.325
t2_only,2711,4,0,0,1,0.3333
t2_only,2912,4,0,0,1,0.3214
t2_only,4852,4,0,0,1,0.6667
t2_only,4366,4,0,0,1,0.8333
t2_only,2875,4,0,0,1,0.3333
t2_only,3646,4,0,0,1,0.3409
t2_only,2785,4,0,0,1,0.75
t2_only,3590,4,0,0,1,0.3077
t2_only,3116,4,0,0,1,0.3214
t2_only,4256,4,0,0,1,0.7727
t2_only,4644,4,0,0,1,0.3214
t2_only,4037,4,0,0,1,0.325
t2_only,3369,4,0,0,1,0.3
t2_only,4863,4,0,0,1,0.3214
t2_only,3875,4,0,0,1,0.2708
t2_only,3207,4,0,0,1,0.3214
t2_only,2774,4,1,0,0,0.7143
t2_only,3729,4,0,0,1,0.3125
t2_only,3068,4,0,0,1,0.7778
t2_only,4803,4,0,0,1,0.2778
t2_only,563,4,0,1,0,0.7778
t2_only,3137,4,0,0,1,0.3214
t2_only,2509,4,0,0,1,0.2857
t2_only,4754,4,0,0,1,0.625
t2_only,3849,4,0,0,1,0.25
t2_only,1359,4,0,1,0,0.3281
t2_only,3765,4,0,0,1,0.2857
t2_only,2695,4,0,0,1,0.375
t2_only,3004,4,0,0,1,0.8125
t2_only,2631,4,0,0,1,0.8333
t2_only,2847,4,0,0,1,0.3438
t2_only,2697,4,0,0,1,0.7273
t2_only,4959,4,0,0,1,0.3611
t2_only,3437,5,0,0,1,0.2692
t2_only,2667,5,0,0,1,0.2917
t2_only,4082,5,0,0,1,0.7333
t2_only,3251,5,0,0,1,0.2273
t2_only,3037,5,0,0,1,0.375
t2_only,4237,5,0,0,1,0.325
t2_only,3132,5,0,0,1,0.3125
t2_only,3641,5,0,0,1,0.2083
t2_only,3283,5,0,0,1,0.3438
t2_only,3025,5,0,0,1,0.2857
t2_only,4177,5,0,0,1,0.3
t2_only,2609,5,0,0,1,0.3333
t2_only,2960,5,0,0,1,0.3125
t2_only,4866,5,0,0,1,0.3333
t2_only,3366,5,0,0,1,0.3125
t2_only,2807,5,0,0,1,0.7143
t2_only,4222,5,0,0,1,0.3333
t2_only,4919,5,0,0,1,0.75
t2_only,3845,5,0,0,1,0.2857
t2_only,3827,5,0,0,1,0.2333
t2_only,3192,5,0,0,1,0.2188
t2_only,4077,5,0,0,1,0.3333
t2_only,3210,5,0,0,1,0.3333
t2_only,3103,5,0,0,1,0.3214
t2_only,4079,5,0,0,1,0.3214
t2_only,2947,5,0,0,1,0.7333
t2_only,3838,5,0,0,1,0.375
t2_only,4201,5,0,0,1,0.2333
t2_only,3275,5,0,0,1,0.375
t2_only,3699,5,0,0,1,0.3333
t2_only,3360,5,0,0,1,0.3409
t2_only,4889,5,0,0,1,0.3214
t2_only,4649,5,0,0,1,0.3077
t2_only,3448,5,0,0,1,0.75
t2_only,4862,5,0,0,1,0.3333
t2_only,2565,5,0,0,1,0.3571
t2_only,4447,5,0,0,1,0.3438
t2_only,2643,5,0,0,1,0.2857
t2_only,3088,5,0,0,1,0.2857
t2_only,3457,5,0,0,1,0.3333
t2_only,4503,5,0,0,1,0.3333
t2_only,3347,5,0,0,1,0.3333
t2_only,4751,5,0,0,1,0.3611
t2_only,3504,5,0,0,1,0.3571
t2_only,3619,5,0,0,1,0.3214
t2_only,3880,5,0,0,1,0.3409
t2_only,3878,5,0,0,1,0.7059
t2_only,3227,5,0,0,1,0.2812
t2_only,3410,5,0,0,1,0.2917
t2_only,2743,5,0,0,1,0.3333
t2_only,2773,6,0,0,1,0.75
t2_only,4053,6,0,0,1,0.3542
t2_only,3256,6,0,0,1,0.75
t2_only,3408,6,0,0,1,0.3214
t2_only,2802,6,0,0,1,0.2667
t2_only,3464,6,0,0,1,0.25
t2_only,3738,6,0,0,1,0.3214
t2_only,2580,6,0,0,1,0.3333
t2_only,3273,6,0,0,1,0.25
t2_only,2720,6,0,0,1,0.3214
t2_only,3470,6,0,0,1,0.275
t2_only,3926,6,0,0,1,0.3333
t2_only,3649,6,0,0,1,0.3333
t2_only,4254,6,0,0,1,0.3333
t2_only,3568,6,0,0,1,0.3333
t2_only,4063,6,0,0,1,0.2222
t2_only,3463,6,0,0,1,0.3333
t2_only,2874,6,0,0,1,0.325
t2_only,3551,6,0,0,1,0.3333
t2_only,2644,6,0,0,1,0.3214
t2_only,2741,6,0,0,1,0.3571
t2_only,3657,6,0,0,1,0.1875
t2_only,3764,6,0,0,1,0.3409
t2_only,4255,6,0,0,1,0.3333
t2_only,3223,6,0,0,1,0.2917
t2_only,3817,6,0,0,1,0.2292
t2_only,2751,6,0,0,1,0.2812
t2_only,2753,6,0,0,1,0.3333
t2_only,4930,6,0,0,1,0.2857
