round,sample_id,gt,llm_label_raw,llm_label,confidence,parse_ok,agreement,error_type,prompt_tokens,completion_tokens,latency_ms,phishing_type,source
7,4766,0,benign,0,0.98,1,1,,4402,476,6661.031275987625,legitimate,llm
7,3595,0,benign,0,0.95,1,1,,3413,313,3099.691654002527,legitimate,llm
7,4163,0,benign,0,0.95,1,1,,3188,404,8583.412573992973,legitimate,llm
7,4913,0,benign,0,0.99,1,1,,5115,477,9815.506340004504,legitimate,llm
7,4700,0,benign,0,0.99,1,1,,3665,434,5579.808542999672,legitimate,llm
7,4367,0,benign,0,0.95,1,1,,3342,300,5683.2564510114025,legitimate,llm
7,4100,0,benign,0,0.99,1,1,,3198,499,7965.781474020332,legitimate,llm
7,2948,0,benign,0,0.95,1,1,,3988,372,4723.3519940054975,legitimate,llm
7,4523,0,benign,0,0.99,1,1,,3242,533,4653.708295983961,legitimate,llm
7,4682,0,benign,0,0.95,1,1,,3482,319,3296.6733450011816,legitimate,llm
7,4081,0,benign,0,0.99,1,1,,3590,317,7367.265247012256,legitimate,llm
7,2893,0,benign,0,0.99,1,1,,3439,301,6439.002460974734,legitimate,llm
7,4845,0,benign,0,0.99,1,1,,3400,441,9278.36096700048,legitimate,llm
7,4225,0,benign,0,0.99,1,1,,3111,345,7950.615734007442,legitimate,llm
7,4984,0,benign,0,0.95,1,1,,3634,388,4179.880688985577,legitimate,llm
7,4152,0,benign,0,0.99,1,1,,3429,385,5538.539494998986,legitimate,llm
7,4274,0,benign,0,0.99,1,1,,3347,336,5904.689390998101,legitimate,llm
7,4173,0,benign,0,0.99,1,1,,3393,473,4501.462463987991,legitimate,llm
7,90,1,phish,1,0.85,1,1,,3629,381,4022.028530976968,brand_impersonation,llm
7,2523,0,benign,0,0.99,1,1,,3579,411,4495.227895997232,legitimate,llm
7,3572,0,benign,0,0.95,1,1,,3328,386,4088.1726990046445,legitimate,llm
7,4623,0,benign,0,0.98,1,1,,3409,364,4188.469154003542,legitimate,llm
8,54,1,benign,0,0.95,1,0,FN,3803,406,5890.311304014176,legitimate,llm
8,489,1,phish,1,0.99,1,1,,3303,439,7789.803499006666,credential_harvesting,llm
8,3505,0,benign,0,0.95,1,1,,3285,418,5854.442440002458,legitimate,llm
8,4454,0,benign,0,0.99,1,1,,3748,276,4249.481501989067,legitimate,llm
8,3430,0,benign,0,0.98,1,1,,3406,476,7000.39370500599,legitimate,llm
8,3728,0,benign,0,0.99,1,1,,5351,390,5999.8897870245855,legitimate,llm
8,3096,0,benign,0,0.99,1,1,,4470,345,4161.30873200018,legitimate,llm
8,3870,0,benign,0,0.99,1,1,,4470,392,3982.252146990504,legitimate,llm
8,3182,0,benign,0,0.99,1,1,,3782,558,4530.421553994529,legitimate,llm
8,4597,0,benign,0,0.99,1,1,,3499,345,3913.1670570059214,legitimate,llm
8,4059,0,benign,0,0.99,1,1,,4474,321,4515.726756973891,legitimate,llm
8,1119,1,benign,0,0.95,1,0,FN,3339,452,4717.261160025373,legitimate,llm
8,3042,0,benign,0,0.99,1,1,,3422,379,2648.9877460116986,legitimate,llm
8,2884,0,benign,0,0.99,1,1,,3944,594,6983.903315005591,legitimate,llm
8,3356,0,benign,0,0.99,1,1,,3945,449,5999.281012977008,legitimate,llm
8,4562,0,benign,0,0.99,1,1,,3574,443,4145.20349400118,legitimate,llm
8,553,1,phish,1,0.94,1,1,,3590,428,4565.004856005544,credential_harvesting,llm
8,4519,0,benign,0,0.99,1,1,,3883,439,4413.159853982506,legitimate,llm
8,4266,0,benign,0,0.98,1,1,,3292,343,2551.808098971378,legitimate,llm
8,3284,0,benign,0,0.99,1,1,,3470,357,3499.665551004,legitimate,llm
8,4183,0,benign,0,0.95,1,1,,3961,397,3870.5300810106564,legitimate,llm
8,3445,0,benign,0,0.99,1,1,,3368,376,4236.861915996997,legitimate,llm
8,2931,0,benign,0,0.95,1,1,,4145,400,8692.096862010658,legitimate,llm
8,3134,0,benign,0,0.95,1,1,,3165,549,10034.456210996723,legitimate,llm
8,2813,0,benign,0,0.95,1,1,,4053,358,3751.820161996875,legitimate,llm
8,4331,0,benign,0,0.99,1,1,,3729,249,2925.1261180033907,legitimate,llm
8,3054,0,benign,0,0.99,1,1,,3459,394,2761.514947982505,legitimate,llm
8,3212,0,benign,0,0.99,1,1,,4071,289,3312.391031999141,legitimate,llm
8,2712,0,benign,0,0.99,1,1,,3326,286,2669.081273023039,legitimate,llm
8,4436,0,benign,0,0.99,1,1,,3628,425,3406.3519350020215,legitimate,llm
8,4184,0,benign,0,0.98,1,1,,3439,467,6910.606477002148,legitimate,llm
8,4917,0,benign,0,0.99,1,1,,3208,369,6790.485083998647,legitimate,llm
8,3259,0,benign,0,0.99,1,1,,3467,446,6043.540493992623,legitimate,llm
8,2495,1,benign,0,0.95,1,0,FN,3184,297,3263.184073002776,legitimate,llm
8,3156,0,benign,0,0.95,1,1,,3245,411,4119.642570003634,legitimate,llm
8,3373,0,benign,0,0.99,1,1,,4367,331,4250.21171499975,legitimate,llm
8,2689,0,benign,0,0.99,1,1,,3830,373,4196.732601005351,legitimate,llm
8,3377,0,benign,0,0.98,1,1,,3282,388,4342.423850001069,legitimate,llm
8,2533,0,benign,0,0.95,1,1,,3514,346,3467.205725988606,legitimate,llm
8,4694,0,benign,0,0.99,1,1,,3611,420,4743.2309089927,legitimate,llm
8,3862,0,benign,0,0.99,1,1,,3939,451,3840.0833340128884,legitimate,llm
8,2850,0,benign,0,0.99,1,1,,3439,346,2809.3709039967507,legitimate,llm
8,2516,0,phish,1,0.92,1,0,FP,5518,359,5287.57036200841,credential_harvesting,llm
8,4392,0,benign,0,0.95,1,1,,3581,447,5128.694765997352,legitimate,llm
8,4721,0,benign,0,0.98,1,1,,3658,417,4354.636365023907,legitimate,llm
8,2777,0,benign,0,0.99,1,1,,3498,472,4711.192968999967,legitimate,llm
8,3753,0,benign,0,0.99,1,1,,3809,378,3398.1275459809694,legitimate,llm
8,2950,0,benign,0,0.98,1,1,,3292,446,5552.340618974995,legitimate,llm
8,3988,0,benign,0,0.98,1,1,,3748,399,3677.4010749941226,legitimate,llm
8,3059,0,phish,1,0.85,1,0,FP,2477,421,6210.3304469783325,credential_harvesting,llm
9,3425,0,benign,0,0.95,1,1,,3851,303,5911.418034986127,legitimate,llm
9,4330,0,benign,0,0.95,1,1,,3887,445,6626.357050001388,legitimate,llm
9,3224,0,benign,0,0.95,1,1,,3333,320,4043.9484789967537,legitimate,llm
9,4427,0,benign,0,0.99,1,1,,3701,461,5394.119752018014,legitimate,llm
9,2828,0,benign,0,0.99,1,1,,3212,417,4880.4880829993635,legitimate,llm
9,3740,0,benign,0,0.99,1,1,,3768,385,5536.422261007829,legitimate,llm
9,3104,0,benign,0,0.98,1,1,,3865,394,4789.382139017107,legitimate,llm
9,4761,0,benign,0,0.99,1,1,,3609,495,6005.267355998512,legitimate,llm
9,3944,0,benign,0,0.99,1,1,,4678,469,5112.702320999233,legitimate,llm
9,3322,0,benign,0,0.99,1,1,,3677,414,4879.765646997839,legitimate,llm
9,2663,0,benign,0,0.99,1,1,,3614,285,3330.90174201061,legitimate,llm
9,4220,0,benign,0,0.99,1,1,,3834,306,4353.3325379830785,legitimate,llm
9,3216,0,benign,0,0.99,1,1,,4531,348,4981.437083013589,legitimate,llm
9,3975,0,benign,0,0.99,1,1,,3291,450,4854.794579994632,legitimate,llm
9,2971,0,benign,0,0.95,1,1,,3575,420,5394.415627000853,legitimate,llm
9,4667,0,benign,0,0.99,1,1,,3200,377,3691.2930379912723,legitimate,llm
9,3835,0,benign,0,0.99,1,1,,3352,456,5767.2696039953735,legitimate,llm
9,3906,0,benign,0,0.95,1,1,,4592,395,5061.724723986117,legitimate,llm
9,3476,0,benign,0,0.98,1,1,,3098,352,4625.129775988171,legitimate,llm
9,4386,0,benign,0,0.99,1,1,,3731,317,3474.3090830161236,legitimate,llm
9,2530,0,benign,0,0.99,1,1,,3814,411,4362.677297001937,legitimate,llm
9,4654,0,benign,0,0.99,1,1,,3282,347,4604.321083024843,legitimate,llm
9,4207,0,benign,0,0.99,1,1,,3190,434,5568.368723994354,legitimate,llm
9,3959,0,benign,0,0.95,1,1,,3805,318,3441.521364991786,legitimate,llm
9,3276,0,benign,0,0.99,1,1,,4165,416,5292.1006819815375,legitimate,llm
9,3391,0,benign,0,0.98,1,1,,3397,347,3741.9151510111988,legitimate,llm
9,4954,0,benign,0,0.99,1,1,,3501,412,4815.961813001195,legitimate,llm
9,3418,0,benign,0,0.98,1,1,,3532,329,4088.4776250168215,legitimate,llm
9,4469,0,benign,0,0.99,1,1,,3343,393,8231.9514650153,legitimate,llm
9,3125,0,benign,0,0.95,1,1,,3876,431,4462.022197985789,legitimate,llm
9,3947,0,benign,0,0.99,1,1,,3406,417,7624.5095009799115,legitimate,llm
9,3808,0,benign,0,0.99,1,1,,3877,316,6454.841405997286,legitimate,llm
9,2651,0,benign,0,0.99,1,1,,3577,316,5912.704335991293,legitimate,llm
9,4607,0,benign,0,0.98,1,1,,3755,443,5199.278296990087,legitimate,llm
9,4894,0,benign,0,0.98,1,1,,3811,308,3326.0852550156415,legitimate,llm
9,2252,1,benign,0,0.95,1,0,FN,3406,502,5764.696669997647,legitimate,llm
9,3214,0,benign,0,0.98,1,1,,3463,312,3591.5037220111117,legitimate,llm
9,4218,0,benign,0,0.99,1,1,,3506,435,6170.127866003895,legitimate,llm
9,3011,0,benign,0,0.99,1,1,,3134,380,7407.098383002449,legitimate,
9,4433,0,benign,0,0.99,1,1,,3297,347,4499.049161007861,legitimate,llm
9,3235,0,benign,0,0.99,1,1,,3306,301,3382.5867580017075,legitimate,llm
9,4216,0,benign,0,0.99,1,1,,3481,373,4502.455288980855,legitimate,llm
9,3656,0,benign,0,0.99,1,1,,3775,392,3681.4749790064525,legitimate,llm
9,4314,0,benign,0,0.99,1,1,,3557,355,3585.938292002538,legitimate,llm
9,3316,0,benign,0,0.99,1,1,,3407,305,2902.5964199972805,legitimate,llm
9,4348,0,benign,0,0.95,1,1,,4033,351,4490.159864013549,legitimate,llm
9,4208,0,benign,0,0.99,1,1,,3680,443,5383.9065820211545,legitimate,llm
9,4858,0,benign,0,0.99,1,1,,3247,366,3332.852480991278,legitimate,llm
9,2824,0,benign,0,0.98,1,1,,3409,340,5012.056106992532,legitimate,llm
9,4832,0,benign,0,0.99,1,1,,3526,421,3297.226861002855,legitimate,llm
10,1797,1,phish,1,0.92,1,1,,1789,387,6097.934535006061,credential_harvesting,llm
10,4610,0,benign,0,0.99,1,1,,3501,345,3912.7016930142418,legitimate,llm
10,1656,1,phish,1,0.85,1,1,,1140,329,11466.907583991997,credential_harvesting,llm
10,3310,0,benign,0,0.98,1,1,,4473,434,12278.208566014655,legitimate,llm
10,4618,0,benign,0,0.99,1,1,,3306,372,4014.416855003219,legitimate,llm
10,4426,0,benign,0,0.99,1,1,,3468,441,5195.190054975683,legitimate,llm
10,2608,0,benign,0,0.99,1,1,,3483,417,4220.571787998779,legitimate,llm
10,3335,0,benign,0,0.99,1,1,,4050,352,3695.2035480062477,legitimate,llm
10,4178,0,benign,0,0.99,1,1,,3768,376,3966.2127509946004,legitimate,llm
10,3938,0,benign,0,0.99,1,1,,3695,330,4225.8276130014565,legitimate,llm
10,4880,0,benign,0,0.99,1,1,,3959,475,8934.124832972884,legitimate,llm
10,4478,0,benign,0,0.99,1,1,,3911,450,4494.163652998395,legitimate,llm
10,4636,0,benign,0,0.98,1,1,,3320,549,8852.932443987811,legitimate,llm
10,3691,0,benign,0,0.99,1,1,,3229,301,2364.0502439811826,legitimate,llm
10,3521,0,benign,0,0.99,1,1,,3276,392,5786.027769005159,legitimate,llm
10,2539,0,benign,0,0.99,1,1,,3355,418,3907.6667949848343,legitimate,llm
10,4571,0,benign,0,0.99,1,1,,3713,315,3877.325464010937,legitimate,llm
10,3755,0,benign,0,0.99,1,1,,4005,310,3267.736501991749,legitimate,llm
10,3219,0,benign,0,0.99,1,1,,4072,284,5031.318171008024,legitimate,llm
10,663,1,phish,1,0.85,1,1,,2831,350,5988.489739014767,credential_harvesting,llm
10,4992,0,benign,0,0.99,1,1,,3474,446,6714.296841004398,legitimate,llm
10,4462,0,benign,0,0.99,1,1,,3307,334,4569.567850994645,legitimate,llm
10,2674,0,benign,0,0.99,1,1,,3512,302,3205.857356020715,legitimate,llm
10,4638,0,benign,0,0.99,1,1,,3481,306,3931.1329720076174,legitimate,llm
10,3074,0,benign,0,0.95,1,1,,4144,502,4415.831772988895,legitimate,llm
10,2508,0,benign,0,0.95,1,1,,3173,402,4133.112951007206,legitimate,llm
10,4200,0,benign,0,0.95,1,1,,3881,369,3151.3106589845847,legitimate,llm
10,4857,0,benign,0,0.95,1,1,,3182,388,5706.068197992863,legitimate,llm
10,3000,0,benign,0,0.99,1,1,,3431,374,3617.2075149952434,legitimate,llm
10,2897,0,benign,0,0.98,1,1,,4155,339,4256.0724210052285,legitimate,llm
10,2526,0,benign,0,0.95,1,1,,3652,324,4406.076879997272,legitimate,llm
10,3469,0,benign,0,0.99,1,1,,3293,382,4343.916872981936,legitimate,llm
10,2840,0,benign,0,0.99,1,1,,3219,384,3796.1360790068284,legitimate,llm
10,2865,0,benign,0,0.99,1,1,,3770,401,2892.932868999196,legitimate,llm
10,4370,0,benign,0,0.99,1,1,,3814,429,4386.510702985106,legitimate,llm
10,4217,0,benign,0,0.99,1,1,,3136,398,4401.781913009472,legitimate,llm
10,4148,0,benign,0,0.99,1,1,,3857,402,4221.048098988831,legitimate,llm
10,23,1,phish,1,0.92,1,1,,1280,330,3226.8034770095255,scam,llm
10,4342,0,benign,0,0.98,1,1,,3605,444,5138.394665991655,legitimate,llm
10,2790,0,benign,0,0.99,1,1,,3635,297,4886.370738997357,legitimate,llm
10,4657,0,benign,0,0.99,1,1,,3097,365,6110.284861002583,legitimate,llm
10,4485,0,benign,0,0.99,1,1,,3482,322,3186.20081798872,legitimate,llm
10,4782,0,benign,0,0.99,1,1,,3270,335,6453.059757011943,legitimate,llm
10,3692,0,benign,0,0.98,1,1,,3343,433,4367.3548370134085,legitimate,llm
10,4439,0,benign,0,0.99,1,1,,2966,306,4804.8777079966385,legitimate,llm
10,4085,0,benign,0,0.99,1,1,,3726,432,5234.121571993455,legitimate,llm
10,3141,0,benign,0,0.99,1,1,,3224,419,3270.572801993694,legitimate,llm
10,4513,0,benign,0,0.99,1,1,,3613,360,3062.1598490106408,legitimate,llm
10,1849,1,phish,1,0.95,1,1,,3517,403,2822.2891750046983,brand_impersonation,llm
10,2065,1,phish,1,0.85,1,1,,3367,378,3592.611487983959,credential_harvesting,llm
11,2575,0,benign,0,0.99,1,1,,3266,376,3875.949531997321,legitimate,llm
11,1317,1,phish,1,0.92,1,1,,3163,367,5028.587598004378,wallet_drainer,llm
11,967,1,phish,1,0.85,1,1,,3257,380,4075.2682870079298,scam,llm
11,1258,1,benign,0,0.95,1,0,FN,2272,311,3522.124339011498,legitimate,llm
11,1918,1,benign,0,0.95,1,0,FN,3929,346,4019.757122005103,legitimate,llm
11,1278,1,phish,1,0.86,1,1,,5367,400,3769.762462005019,brand_impersonation,llm
11,4492,0,benign,0,0.95,1,1,,3243,389,3891.874310997082,legitimate,llm
11,1664,1,benign,0,0.85,1,0,FN,3156,459,3650.141265010461,legitimate,llm
11,3105,0,benign,0,0.99,1,1,,4474,369,4345.6359269912355,legitimate,llm
11,2511,0,benign,0,0.99,1,1,,3369,411,6249.642584996764,legitimate,llm
11,4410,0,benign,0,0.99,1,1,,4547,360,4125.790910999058,legitimate,llm
11,3139,0,benign,0,0.99,1,1,,4564,481,6570.877562015085,legitimate,llm
11,3176,0,benign,0,0.99,1,1,,3114,315,4121.869167982368,legitimate,llm
11,4309,0,benign,0,0.99,1,1,,3105,336,3255.8330439787824,legitimate,llm
11,2966,0,benign,0,0.99,1,1,,4684,495,3537.2342150076292,legitimate,llm
11,4404,0,benign,0,0.99,1,1,,3992,438,5034.444796008756,legitimate,llm
11,3173,0,benign,0,0.99,1,1,,3534,371,4525.514521985315,legitimate,llm
11,3168,0,benign,0,0.99,1,1,,3303,334,2439.0184599906206,legitimate,llm
11,2836,0,benign,0,0.98,1,1,,4365,405,3530.9299929940607,legitimate,llm
11,4671,0,benign,0,0.99,1,1,,4374,556,3585.7640100002754,legitimate,llm
11,3892,0,benign,0,0.99,1,1,,3718,322,3548.4800239792094,legitimate,llm
11,1139,1,benign,0,0.95,1,0,FN,1880,414,4079.416911001317,legitimate,llm
11,3714,0,benign,0,0.98,1,1,,4582,365,3322.3192550067324,legitimate,llm
11,3825,0,benign,0,0.98,1,1,,3301,503,4289.418453001417,legitimate,llm
11,2043,1,benign,0,0.95,1,0,FN,1139,305,2980.8394919964485,legitimate,llm
11,3884,0,benign,0,0.99,1,1,,3728,398,5582.477634015959,legitimate,llm
11,4625,0,benign,0,0.98,1,1,,3814,439,2931.9364280090667,legitimate,llm
11,3703,0,benign,0,0.99,1,1,,3724,511,4592.431074008346,legitimate,llm
11,3908,0,benign,0,0.99,1,1,,3454,461,5270.624519995181,legitimate,llm
11,3506,0,benign,0,0.98,1,1,,3062,434,3248.738154012244,legitimate,llm
11,3723,0,benign,0,0.99,1,1,,3359,389,4981.477723020362,legitimate,llm
11,4354,0,benign,0,0.98,1,1,,3890,294,3694.5010570052546,legitimate,llm
11,4888,0,benign,0,0.99,1,1,,3515,419,7446.489176014438,legitimate,llm
11,3952,0,benign,0,0.98,1,1,,3513,448,5690.681815991411,legitimate,llm
11,4641,0,benign,0,0.95,1,1,,3682,394,5164.828120003222,legitimate,llm
11,2618,0,benign,0,0.99,1,1,,3255,334,4159.220731991809,legitimate,llm
11,3414,0,benign,0,0.99,1,1,,3530,339,4124.9726730166,legitimate,llm
11,4953,0,benign,0,0.99,1,1,,3666,437,5091.077720018802,legitimate,llm
11,3348,0,benign,0,0.99,1,1,,3551,310,6394.136365008308,legitimate,llm
11,3500,0,benign,0,0.95,1,1,,3877,384,5333.5831119911745,legitimate,llm
11,2683,0,benign,0,0.99,1,1,,5031,438,7121.940180979436,legitimate,llm
11,4855,0,benign,0,0.95,1,1,,3538,402,5357.527388987364,legitimate,llm
11,1944,1,phish,1,0.85,1,1,,3483,412,6904.866560013033,scam,llm
11,1814,1,benign,0,0.95,1,0,FN,1722,375,4168.417050997959,legitimate,llm
11,2630,0,benign,0,0.98,1,1,,4858,387,5293.714728002669,legitimate,llm
11,3461,0,benign,0,0.99,1,1,,3842,494,7128.189621027559,legitimate,llm
11,4093,0,benign,0,0.99,1,1,,3489,320,3980.233448004583,legitimate,llm
11,3496,0,benign,0,0.99,1,1,,3080,307,5274.089129001368,legitimate,llm
11,3407,0,benign,0,0.99,1,1,,3634,318,4502.699440985452,legitimate,llm
11,583,1,phish,1,0.92,1,1,,4214,526,5922.921466990374,credential_harvesting,llm
12,2108,1,benign,0,0.85,1,0,FN,3562,369,5243.41797400848,legitimate,llm
12,1229,1,phish,1,0.92,1,1,,3094,436,6424.989900988294,credential_harvesting,llm
12,3077,0,benign,0,0.95,1,1,,3426,422,6248.857992992271,legitimate,llm
12,3532,0,benign,0,0.99,1,1,,3547,303,5024.124402989401,legitimate,llm
12,3660,0,benign,0,0.99,1,1,,4475,306,11883.792941982392,legitimate,llm
12,1510,1,benign,0,0.92,1,0,FN,3945,295,6142.297513986705,legitimate,llm
12,929,1,benign,0,0.85,1,0,FN,1671,339,5378.2466299890075,legitimate,llm
12,2164,1,phish,1,0.92,1,1,,2737,502,6525.145699997665,brand_impersonation,llm
12,3661,0,benign,0,0.99,1,1,,4471,393,5847.562448005192,legitimate,llm
12,4124,0,benign,0,0.95,1,1,,3364,327,4592.269137996482,legitimate,llm
12,2517,0,benign,0,0.99,1,1,,3295,327,3172.681661992101,legitimate,llm
12,4048,0,benign,0,0.99,1,1,,4583,360,4503.900748997694,legitimate,llm
12,181,1,phish,1,0.99,1,1,,3219,398,3321.3016010122374,brand_impersonation,llm
12,4123,0,benign,0,0.99,1,1,,3343,382,5014.8678950208705,legitimate,llm
12,1494,1,phish,1,0.95,1,1,,3242,454,7570.7452010246925,credential_harvesting,llm
12,3659,0,benign,0,0.99,1,1,,3618,390,3970.849409000948,legitimate,llm
12,4555,0,benign,0,0.99,1,1,,3613,351,4437.314737995621,legitimate,llm
12,3673,0,benign,0,0.99,1,1,,3334,520,7760.404595988803,legitimate,llm
12,4356,0,benign,0,0.99,1,1,,3342,354,5063.085688016145,legitimate,llm
12,3751,0,benign,0,0.99,1,1,,3633,414,6101.799299009144,legitimate,llm
12,4678,0,benign,0,0.99,1,1,,3462,379,5222.649674018612,legitimate,llm
12,3523,0,benign,0,0.99,1,1,,3462,359,8541.369741986273,legitimate,llm
12,4536,0,benign,0,0.98,1,1,,3601,430,7418.765431008069,legitimate,llm
12,4042,0,benign,0,0.99,1,1,,3336,339,6354.07544899499,legitimate,llm
12,2669,0,benign,0,0.99,1,1,,3220,413,16409.029570000712,legitimate,llm
12,2934,0,benign,0,0.99,1,1,,3457,381,6698.227875982411,legitimate,llm
12,3201,0,benign,0,0.99,1,1,,3381,376,6380.6469709961675,legitimate,llm
12,3288,0,benign,0,0.98,1,1,,3393,421,3937.220924999565,legitimate,llm
12,3803,0,benign,0,0.95,1,1,,3474,439,3700.739800988231,legitimate,llm
12,3489,0,benign,0,0.98,1,1,,3601,463,8549.541357991984,legitimate,llm
12,2928,0,benign,0,0.95,1,1,,3799,367,5001.516290998552,legitimate,llm
12,3248,0,benign,0,0.99,1,1,,3223,309,4814.860680984566,legitimate,llm
12,4748,0,benign,0,0.98,1,1,,3344,366,5235.028474999126,legitimate,llm
12,4714,0,benign,0,0.95,1,1,,3594,501,3646.117266995134,legitimate,llm
12,2614,0,benign,0,0.99,1,1,,3749,394,5370.174491981743,legitimate,llm
12,4175,0,benign,0,0.99,1,1,,3334,319,3357.958492997568,legitimate,llm
12,2287,1,phish,1,0.92,1,1,,2591,412,3942.91126501048,brand_impersonation,llm
12,3030,0,benign,0,0.99,1,1,,3882,338,4969.4400890148245,legitimate,llm
12,3644,0,benign,0,0.98,1,1,,3535,360,7486.897571012378,legitimate,llm
12,2691,0,benign,0,0.98,1,1,,3416,359,5350.191078992793,legitimate,llm
12,4047,0,benign,0,0.98,1,1,,3453,400,4918.269366025925,legitimate,llm
12,2778,0,benign,0,0.98,1,1,,4222,480,10758.38075199863,legitimate,llm
12,700,1,phish,1,0.92,1,1,,3372,414,5083.485293987906,credential_harvesting,llm
12,2476,1,benign,0,0.95,1,0,FN,3394,411,3162.918565009022,legitimate,llm
12,4182,0,benign,0,0.99,1,1,,3324,401,5662.293303001206,legitimate,llm
12,1113,1,phish,1,0.85,1,1,,3677,433,4887.021854985505,credential_harvesting,llm
12,3389,0,benign,0,0.99,1,1,,4357,388,4753.0217510065995,legitimate,llm
12,3586,0,benign,0,0.99,1,1,,3874,475,5918.066259997431,legitimate,llm
12,3977,0,benign,0,0.99,1,1,,3743,384,4433.5926250205375,legitimate,llm
12,1330,1,phish,1,0.92,1,1,,3218,520,6070.884223008761,scam,llm
13,415,1,benign,0,0.98,1,0,FN,3327,359,8871.740252012387,legitimate,llm
13,1097,1,phish,1,0.95,1,1,,3194,377,3825.774636992719,brand_impersonation,llm
13,397,1,phish,1,0.92,1,1,,3503,404,4786.820450011874,credential_harvesting,llm
13,3066,0,benign,0,0.95,1,1,,4195,405,3944.7482569958083,legitimate,llm
13,1365,1,benign,0,0.95,1,0,FN,3902,382,5360.980813013157,legitimate,llm
13,3798,0,benign,0,0.95,1,1,,3538,356,5639.823501987848,legitimate,llm
13,2409,1,phish,1,0.85,1,1,,3923,503,7638.768834993243,credential_harvesting,llm
13,4394,0,benign,0,0.99,1,1,,3357,348,4271.109371999046,legitimate,llm
13,4441,0,benign,0,0.99,1,1,,3946,437,5408.182823972311,legitimate,llm
13,2945,0,benign,0,0.99,1,1,,3530,387,5891.0431929980405,legitimate,llm
13,736,1,phish,1,0.92,1,1,,3919,432,5236.038973001996,credential_harvesting,llm
13,933,1,benign,0,0.95,1,0,FN,3236,454,4721.797759993933,legitimate,llm
13,2866,0,benign,0,0.99,1,1,,3526,407,4868.620994995581,legitimate,llm
13,2814,0,benign,0,0.99,1,1,,3405,310,3849.4662290031556,legitimate,llm
13,4292,0,benign,0,0.99,1,1,,3372,307,5071.504969004309,legitimate,llm
13,2166,1,benign,0,0.95,1,0,FN,3919,323,4070.3996520023793,legitimate,llm
13,552,1,benign,0,0.95,1,0,FN,3307,382,2889.82081899303,legitimate,llm
13,4795,0,benign,0,0.99,1,1,,3606,443,3398.561244015582,legitimate,llm
13,2993,0,benign,0,0.99,1,1,,3644,385,2700.5347439844627,legitimate,llm
13,250,1,benign,0,0.95,1,0,FN,914,290,5230.008548009209,legitimate,llm
13,2699,0,benign,0,0.99,1,1,,3787,314,5408.142850006698,legitimate,llm
13,4226,0,benign,0,0.99,1,1,,5555,348,4637.858553993283,legitimate,
13,2750,0,benign,0,0.99,1,1,,3141,311,4993.801328993868,legitimate,llm
13,2535,0,benign,0,0.99,1,1,,3474,374,4173.442486004205,legitimate,llm
13,362,1,phish,1,0.92,1,1,,2994,482,4640.939057979267,credential_harvesting,llm
13,4987,0,benign,0,0.95,1,1,,3706,419,4191.807399998652,legitimate,llm
13,3547,0,benign,0,0.99,1,1,,3995,389,4469.923899014248,legitimate,llm
13,4985,0,benign,0,0.99,1,1,,3533,387,2847.1808989997953,legitimate,llm
13,860,1,benign,0,0.95,1,0,FN,2281,457,6157.111098000314,legitimate,llm
13,4702,0,benign,0,0.99,1,1,,3429,493,6398.982117010746,legitimate,llm
13,3591,0,benign,0,0.99,1,1,,3625,415,4244.716712011723,legitimate,llm
13,3634,0,benign,0,0.98,1,1,,4334,301,4415.470857988112,legitimate,llm
13,943,1,benign,0,0.95,1,0,FN,3933,358,2721.8900739972014,legitimate,llm
13,4739,0,benign,0,0.95,1,1,,3641,455,5338.791185000446,legitimate,llm
13,3433,0,benign,0,0.99,1,1,,3408,378,4387.440958991647,legitimate,llm
13,1832,1,benign,0,0.85,1,0,FN,3929,293,15201.722703990526,legitimate,llm
13,1911,1,benign,0,0.85,1,0,FN,3933,340,3181.590931984829,legitimate,llm
13,912,1,benign,0,0.85,1,0,FN,3933,312,3604.822213994339,legitimate,llm
13,615,1,benign,0,0.95,1,0,FN,3929,279,3033.2544849952683,legitimate,llm
13,3234,0,benign,0,0.98,1,1,,3627,317,8279.453246999765,legitimate,llm
13,4465,0,benign,0,0.98,1,1,,3799,290,6552.835739013972,legitimate,llm
13,3620,0,benign,0,0.98,1,1,,3847,437,4636.78494800115,legitimate,llm
13,1014,1,benign,0,0.95,1,0,FN,1074,316,2731.4861889753956,legitimate,llm
13,2797,0,benign,0,0.98,1,1,,3985,365,5395.651203987654,legitimate,
13,4986,0,benign,0,0.99,1,1,,3784,264,3948.7912589975167,legitimate,llm
13,4374,0,benign,0,0.99,1,1,,3992,397,2867.7765390020795,legitimate,llm
13,4305,0,benign,0,0.98,1,1,,3371,299,3290.91486800462,legitimate,llm
13,3748,0,benign,0,0.95,1,1,,4200,441,8805.604977009352,legitimate,llm
13,3777,0,benign,0,0.99,1,1,,3746,316,43395.634407002944,legitimate,llm
13,927,1,phish,1,0.92,1,1,,2355,379,4454.383631004021,credential_harvesting,llm
14,369,1,benign,0,0.99,1,0,FN,3216,456,5423.891537997406,legitimate,llm
14,59,1,benign,0,0.95,1,0,FN,3780,437,4727.173535997281,legitimate,llm
14,422,1,benign,0,0.95,1,0,FN,3184,344,4447.4807619990315,legitimate,llm
14,755,1,benign,0,0.95,1,0,FN,3778,327,4187.834823998855,legitimate,llm
14,760,1,benign,0,0.98,1,0,FN,3879,337,4917.498774011619,legitimate,llm
